Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2020-Jul,Scientific Article,2019 musculoskeletal radiology fellowship match process: initial experiences and lessons learned,"Soterios Gyftopoulos,Jennifer L. Demertzis,Bethany Casagranda",Soterios Gyftopoulos,Bethany Casagranda
2020-Jul,Scientific Article,Chondral tumours: discrepancy rate between needle biopsy and surgical histology,"Ines Oliveira,Anesh Chavda,Asif Saifuddin",Ines Oliveira,Asif Saifuddin
2020-Jul,Scientific Article,Increased focal bone tracer uptake at the popliteus muscle origin in primary TKA compared with revision TKA,"Lukas B. Moser,Ramin Mandegaran,Michael T. Hirschmann",Lukas B. Moser,Michael T. Hirschmann
2020-Jul,Scientific Article,Sonographic evaluation of the lateral femoral cutaneous nerve in meralgia paresthetica,"G. M. Powell,F. I. Baffour,K. N. Glazebrook",G. M. Powell,K. N. Glazebrook
2020-Jul,Scientific Article,Prevalence and frequency of subchondral bone marrow edema in the lumbar facet joints of asymptomatic and symptomatic individuals,"Afarine Madani,Raphaël Katz,Pierre Alain Gevenois",Afarine Madani,Pierre Alain Gevenois
2020-Jul,Scientific Article,Prevalence and distribution of MRI abnormalities in the articular cartilage and supporting ligaments in patients with early clinical stage first carpometacarpal joint osteoarthritis,"Kee Jeong Bae,Hyo Seok Jang,Goo Hyun Baek",Kee Jeong Bae,Goo Hyun Baek
2020-Aug,Review Article,"Temporomandibular joint imaging: current clinical applications, biochemical comparison with the intervertebral disc and knee meniscus, and opportunities for advancement","Fardad Behzadi,Jacob C. Mandell,Jeffrey P. Guenette",Fardad Behzadi,Jeffrey P. Guenette
2020-Aug,Review Article,Surgical techniques for management of acromioclavicular joint separations: review and update for radiologists,"Kimia Khalatbari Kani,Jack A. Porrino,Felix S. Chew",Kimia Khalatbari Kani,Felix S. Chew
2020-Aug,Scientific Article,Deep convolutional neural network-based detection of meniscus tears: comparison with radiologists and surgery as standard of reference,"Benjamin Fritz,Giuseppe Marbach,Christian W.A. Pfirrmann",Benjamin Fritz,Christian W.A. Pfirrmann
2020-Aug,Correction,Correction to: Deep convolutional neural network-based detection of meniscus tears: comparison with radiologists and surgery as standard of reference,"Benjamin Fritz,Giuseppe Marbach,Christian W.A. Pfirrmann",Benjamin Fritz,Christian W.A. Pfirrmann
2020-Aug,Scientific Article,Is the immediate effect of marathon running on novice runners’ knee joints sustained within 6 months after the run? A follow-up 3.0 T MRI study,"Laura Maria Horga,Johann Henckel,Alister J. Hart",Laura Maria Horga,Alister J. Hart
2020-Aug,Scientific Article,High school male basketball athletes exhibit greater hamstring muscle stiffness than females as assessed with shear wave elastography,"April L. Mc,Pherson,Takashi Nagai,Nathaniel A. Bates",April L. Mc,Nathaniel A. Bates
2020-Aug,Scientific Article,Predicting osteomyelitis in patients whose initial MRI demonstrated bone marrow edema without corresponding T1 signal marrow replacement,"Alessandra J. Sax,Ethan J. Halpern,William B. Morrison",Alessandra J. Sax,William B. Morrison
2020-Aug,Scientific Article,The prevalence of athletic pubalgia imaging findings on MRI in patients with femoroacetabular impingement,"Sowmya Varada,Matthew P. Moy,Tony T. Wong",Sowmya Varada,Tony T. Wong
2020-Aug,Test Yourself: Answer,Test yourself answer: supra-acetabular pelvis synthetic bone graft substitute (CERAMENT) with expected resorption of radiopaque graft material,"Molly B. Carnahan,Jeremiah R. Long",Molly B. Carnahan,Jeremiah R. Long
2020-Aug,Correction,Correction to: Flat-panel CT arthrography for cartilage defect detection in the ankle joint: first results in vivo,"Sarah Pagliano,David Chemouni,Thomas Le Corroller",Sarah Pagliano,Thomas Le Corroller
2020-Aug,Browser's Notes,Browser's notes,,,
2020-Aug,Case Report,Intraosseous gout mimicking giant cell tumor of the patella,"Michael K. Chiu,Nicholas A. Lewis",Michael K. Chiu,Nicholas A. Lewis
2020-Aug,Test Yourself: Question,Test yourself question: routine follow up after revision right total hip arthroplasty,"Molly B. Carnahan,Jeremiah R. Long",Molly B. Carnahan,Jeremiah R. Long
2020-Aug,Technical Report,Ultrasound-guided diagnostic deep peroneal nerve blocks prior to potential neurectomy: a retrospective review,"Stephen Johnston,Jonathan Kraus,John Symanski",Stephen Johnston,John Symanski
2020-Aug,Skeletal Radiology: The Year in Review,Skeletal Radiology: the year in review 2019,"Mark J. Kransdorf,Thomas M. Link,Valerie A. Fitzhugh",Mark J. Kransdorf,Valerie A. Fitzhugh
2020-Aug,Scientific Article,Isolated septic facet joints: an underdiagnosed distinct clinical entity,"Maja Babic,Hakan Ilaslan,Claus S. Simpfendorfer",Maja Babic,Claus S. Simpfendorfer
2020-Aug,Scientific Article,CT-guided bone marrow aspirations and biopsies: retrospective study and comparison with blind procedures,"C. Y. Chang,J. S. Husseini,R. Hasserjian",C. Y. Chang,R. Hasserjian
2020-Aug,Scientific Article,Flat-panel CT arthrography for cartilage defect detection in the ankle joint: first results in vivo,"Sarah Pagliano,David Chemouni,Thomas Le Corroller",Sarah Pagliano,Thomas Le Corroller
2020-Aug,Scientific Article,Osteochondral lesion of the talus in children: Are there MRI findings of instability?,"Maya Patel,Michael L. Francavilla,Jie C. Nguyen",Maya Patel,Jie C. Nguyen
2020-Aug,Scientific Article,Anomalous signal intensity increase on out-of-phase chemical shift imaging: a manifestation of marrow mineralisation?,"Niels van Vucht,Rodney Santiago,Asif Saifuddin",Niels van Vucht,Asif Saifuddin
2020-Aug,Scientific Article,"Association of meniscal flounce in the knee with the pattern and location of meniscal tear, concomitant ligamentous injury, amount of knee joint effusion, and flexion and rotation angles: a magnetic resonance evaluation","Hyo Jin Kim,Joong Mo Ahn,Heung-Sik Kang",Hyo Jin Kim,Heung-Sik Kang
2020-Sep,Review Article,Radiological findings of denosumab treatment for giant cell tumours of bone,"Kirsten van Langevelde,Catherine L. Mc,Carthy",Kirsten van Langevelde,Carthy
2020-Sep,Case Report,Extensive multifocal emphysematous osteomyelitis: fatal outcome in a patient with psychiatric history,"Alessandra J. Sax,William B. Morrison,Jeffrey A. Belair",Alessandra J. Sax,Jeffrey A. Belair
2020-Sep,Case Report,Iatrogenic humeral anatomic neck fracture after intraosseous vascular access,"Alix C. Hopp,Jeremiah R. Long,Jonathan A. Flug",Alix C. Hopp,Jonathan A. Flug
2020-Sep,Case Report,Post-surgical Achilles calcific tendinopathy treated with ultrasound-guided percutaneous irrigation,"Domenico Albano,Ilaria Vicentin,Luca Maria Sconfienza",Domenico Albano,Luca Maria Sconfienza
2020-Sep,Test Yourself: Question,Test yourself: a 49-year-old lady with a history of chronic left hip pain following a fall twenty months earlier,"Muhammad Dharas,Petra Balogh,Asif Saifuddin",Muhammad Dharas,Asif Saifuddin
2020-Sep,Technical Report,Percutaneous cryoablation of osteoblastoma in the proximal femur,"F Poullain,JC Mattei,T Le Corroller",F Poullain,T Le Corroller
2020-Sep,Scientific Article,Percutaneous vertebral augmentation using drill rotation for osteoporotic vertebral compression fractures with intravertebral vacuum cleft,"Min Li,Yue Zhang,Gang Sun",Min Li,Gang Sun
2020-Sep,Scientific Article,Modernization of bone age assessment: comparing the accuracy and reliability of an artificial intelligence algorithm and shorthand bone age to Greulich and Pyle,"Mina Gerges,Hayley Eng,Anthony Cooper",Mina Gerges,Anthony Cooper
2020-Sep,Scientific Article,Non-weightbearing compared with weightbearing x-rays in hallux valgus decision-making,"Andrzej Boszczyk,Sławomir Kwapisz,Henryk Liszka",Andrzej Boszczyk,Henryk Liszka
2020-Sep,Scientific Article,CT-guided discitis-osteomyelitis biopsies: needle gauge and microbiology results,"Jad S. Husseini,F. Joseph Simeone,Connie Y. Chang",Jad S. Husseini,Connie Y. Chang
2020-Sep,Scientific Article,Reliability of EOS compared to conventional radiographs for evaluation of lower extremity deformity in adult patients,"Kelsey L. Wise,Brandon J. Kelly,Jeffrey A. Macalena",Kelsey L. Wise,Jeffrey A. Macalena
2020-Sep,Scientific Article,The radiological diagnosis of extra-articular posteromedial talocalcaneal coalition,"Ngwe Phyo,Ian Pressney,Asif Saifuddin",Ngwe Phyo,Asif Saifuddin
2020-Sep,Scientific Article,Percutaneous thermal ablation for treatment of osteoid osteoma: a systematic review and analysis,"Will S. Lindquester,John Crowley,C. Matthew Hawkins",Will S. Lindquester,C. Matthew Hawkins
2020-Sep,Scientific Article,The value of prebiopsy FDG-PET/CT in discriminating malignant from benign vertebral bone lesions in a predominantly oncologic population,"Naila Loudini,Andor W. J. M. Glaudemans,Thomas C. Kwee",Naila Loudini,Thomas C. Kwee
2020-Sep,Scientific Article,"The differentiation between aneurysmal bone cyst and telangiectatic osteosarcoma: a clinical, radiographic and MRI study","Umme Sara Zishan,Ian Pressney,Asif Saifuddin",Umme Sara Zishan,Asif Saifuddin
2020-Sep,Scientific Article,Detection of hip osteoarthritis by using plain pelvic radiographs with deep learning methods,"Kemal Üreten,Tayfun Arslan,Yasemin Bilgili",Kemal Üreten,Yasemin Bilgili
2020-Sep,Scientific Article,Association of blood pressure with knee cartilage composition and structural knee abnormalities: data from the osteoarthritis initiative,"Walid Ashmeik,Gabby B. Joseph,Thomas M. Link",Walid Ashmeik,Thomas M. Link
2020-Sep,Review Article,"A comprehensive review of the normal, abnormal, and post-operative MRI appearance of the proximal biceps brachii","Jeffrey Rosenthal,My-Linh Nguyen,Adam D. Singer",Jeffrey Rosenthal,Adam D. Singer
2020-Sep,Scientific Article,Zone- and layer-specific differences in proteoglycan content in patellofemoral pain syndrome are detectable on T1ρ MRI,"Nicole Zelenski,David P Falk,Miltiadis Zgonis",Nicole Zelenski,Miltiadis Zgonis
2020-Sep,Browser's Notes,Browser’s notes,,,
2020-Sep,Test Yourself: Answer,Test yourself: a 49-year-old lady with a history of chronic left hip pain following a fall twenty months earlier,"Muhammad Dharas,Petra Balogh,Asif Saifuddin",Muhammad Dharas,Asif Saifuddin
2020-Oct,Scientific Article,Impact of fluoroscopic injection location on immediate and delayed pain relief in patients with greater trochanteric pain syndrome,"Lisa J. Mao,John B. Crudup,Nicholas C. Nacey",Lisa J. Mao,Nicholas C. Nacey
2020-Oct,Review Article,Knee intra-articular extraskeletal aneurysmal bone cyst: a case report and review of literature,"Noam Olshinka,Yusef Azraq,Omer Or",Noam Olshinka,Omer Or
2020-Oct,Review Article,Imaging of shoulder instability,"Massimo De Filippo,Silvia SchiròAlessandro Castagna",Massimo De Filippo,Silvia SchiròAlessandro Castagna
2020-Oct,Review Article,Bone health of transgender adults: what the radiologist needs to know,"Justin T. Stowell,Hillary W. Garner,Rupert O. Stanborough",Justin T. Stowell,Rupert O. Stanborough
2020-Oct,Scientific Article,Psoas muscle atrophy following unilateral hip arthroplasty,"D. Mak,C. Chisholm,S. L. James",D. Mak,S. L. James
2020-Oct,Scientific Article,Effect of elbow MRI with axial traction on articular cartilage visibility—a feasibility study,"Sho Kohyama,Toshikazu Tanaka,Naoyuki Ochiai",Sho Kohyama,Naoyuki Ochiai
2020-Oct,Scientific Article,Traumatic injury of the triangular fibrocartilage complex (TFCC)—a refinement to the Palmer classification by using high-resolution 3-T MRI,"Huili Zhan,Rongjie Bai,Yuming Yin",Huili Zhan,Yuming Yin
2020-Oct,Scientific Article,Comparison between radiography and magnetic resonance imaging for the detection of sacroiliitis in the initial diagnosis of axial spondyloarthritis: a cost-effectiveness study,"Natalia Gorelik,Farah Tamizuddin,Soterios Gyftopoulos",Natalia Gorelik,Soterios Gyftopoulos
2020-Oct,Scientific Article,Diagnostic performance of dual-energy computed tomography for detection of acute spinal fractures,"Soo-Yeon Jeong,Se-Jeong Jeon,Seon Kwan Juhng",Soo-Yeon Jeong,Seon Kwan Juhng
2020-Oct,Scientific Article,Comparative analysis of the diagnostic values of T2 mapping and diffusion-weighted imaging for sacroiliitis in ankylosing spondylitis,"Dongdong Wang,Huijia Yin,Dongming Han",Dongdong Wang,Dongming Han
2020-Oct,Scientific Article,Asymmetric lambda sign of the second tarsometatarsal joint on axial weight-bearing cone-beam CT scans of the foot: preliminary investigation for diagnosis of subtle ligamentous Lisfranc injuries in a cadaveric model,"Yantarat Sripanich,Jesse Steadman,Alexej Barg",Yantarat Sripanich,Alexej Barg
2020-Oct,Scientific Article,The prevalence and characteristics of osseous erosions associated with parameniscal cysts on knee MRI,"Olaitan Ogunkinle,Kawan S Rakhra,Zaid Jibri",Olaitan Ogunkinle,Zaid Jibri
2020-Oct,Scientific Article,3D mapping of scaphoid fractures and comminution,"Arthur Turow,Anne Eva Bulstra,Gregory I. Bain",Arthur Turow,Gregory I. Bain
2020-Oct,Technical Report,Correlation between muscle mass and quality around the hip and of psoas muscles at L3 level using unenhanced CT scans,"Stefania Zannoni,Domenico Albano,Luca Maria Sconfienza",Stefania Zannoni,Luca Maria Sconfienza
2020-Oct,Test Yourself: Question,Test yourself question: fullness in the left axilla,"R Rajakulasingam,A Saifuddin",R Rajakulasingam,A Saifuddin
2020-Oct,Case Report,A rare case of isolated traumatic avulsion of the pes anserinus tendon,"Sisith P. Ariyaratne,Richard Clarnette,William K Loftus",Sisith P. Ariyaratne,William K Loftus
2020-Oct,Case Report,The G2 research R.I.P. fragmenting bullet—radiographic features of a recently encountered projectile,"Gregory Scott Stacy,Stephen Thomas",Gregory Scott Stacy,Stephen Thomas
2020-Oct,Case Report,Slow-growing buttock mass after failure of incorporation of autologous fat transfer for gluteal augmentation: ultrasound and MRI features,"Venkat Masarapu,Peter S. Wang,Tetyana Gorbachova",Venkat Masarapu,Tetyana Gorbachova
2020-Oct,Test Yourself: Answer,Fullness in the left axilla—answer: Langer’s axillary arch,"Ramanan Rajakulasingam,Asif Saifuddin",Ramanan Rajakulasingam,Asif Saifuddin
2020-Oct,Letter to the Editor,"Langer’s axillary arch—a term used through the years, but is it correct?",Georgi P. Georgiev,Georgi P. Georgiev,Georgi P. Georgiev
2020-Oct,Browser's Notes,Browser’s Notes,,,
2020-Oct,Abstracts,"Abstracts of the International Skeletal Society (ISS) 2020, Virtual Meeting Supplement",,,
2020-Oct,Scientific Article,Automated detection and classification of shoulder arthroplasty models using deep learning,"Paul H. Yi,Tae Kyung Kim,Jan Fritz",Paul H. Yi,Jan Fritz
2020-Nov,Case Report,Fractured aluminum nasopharyngeal swab during drive-through testing for COVID-19: radiographic detection of a retained foreign body,"Antoine Azar,Daniel E. Wessell,Leslie V. Simon",Antoine Azar,Leslie V. Simon
2020-Nov,Browser's Notes,Browser’s Notes,,,
2020-Nov,Test Yourself: Answer,A 21-year-old male with atraumatic right hip pain: diagnosis and discussion,"Leon Sergot,Sian Davies,Julian Chakraverty",Leon Sergot,Julian Chakraverty
2020-Nov,Case Report,Concomitant calciphylaxis and COVID-19 associated thrombotic retiform purpura,"Jessica A. Rotman,Kathryn E. Dean,Roger J. Bartolotta",Jessica A. Rotman,Roger J. Bartolotta
2020-Nov,Case Report,Solitary fibrous tumor of bone developing lung metastases on long-term follow-up,"Cassie Jia,Julia Crim,Lester J. Layfield",Cassie Jia,Lester J. Layfield
2020-Nov,Review Article,"A comprehensive review of the normal, abnormal, and post-operative MRI appearance of the distal biceps brachii","My-Linh Nguyen,Jeffrey Rosenthal,Adam Singer",My-Linh Nguyen,Adam Singer
2020-Nov,Technical Report,Ultrasound-guided muscle biopsy: a practical alternative for investigation of myopathy,"Anish Raithatha,Mohammad Reza Ashraghi,Dimitri Amiras",Anish Raithatha,Dimitri Amiras
2020-Nov,Test Yourself: Question,21 year old male with atraumatic right hip pain,"Leon Sergot,Sian Davies,Julian Chakraverty",Leon Sergot,Julian Chakraverty
2020-Nov,Review Article,Osteoid osteoma of the hip: imaging features,"Jacques Malghem,Frederic Lecouvet,Bruno Vande Berg",Jacques Malghem,Bruno Vande Berg
2020-Nov,Scientific Article,Pilot study to differentiate lipoma from atypical lipomatous tumour/well-differentiated liposarcoma using MR radiomics-based texture analysis,"Ian Pressney,Michael Khoo,Paul O’Donnell",Ian Pressney,Paul O’Donnell
2020-Nov,Scientific Article,18F-fluorodeoxyglucose positron emission tomography/computed tomography in the evaluation of spinal giant cell tumors,"Le Song,Songbo Han,Liang Jiang",Le Song,Liang Jiang
2020-Nov,Scientific Article,Hip abductor tears in ischiofemoral impingement,"Arvin B. Kheterpal,Joel P. Harvey,Miriam A. Bredella",Arvin B. Kheterpal,Miriam A. Bredella
2020-Nov,Scientific Article,"Intervertebral disc degeneration associated with vertebral marrow fat, assessed using quantitative magnetic resonance imaging","Yayun Ji,Weifeng Hong,Liheng Ma",Yayun Ji,Liheng Ma
2020-Nov,Scientific Article,The anterolateral ligament in acute knee trauma: patterns of injury on MR imaging,"Luke Lintin,Rajat Chowdhury,David Mc,Kean",Luke Lintin,Kean
2020-Nov,Scientific Article,Radiographic characteristics of the hip joint in skeletally mature patients with multiple hereditary exostoses,"Kazu Matsumoto,Hiroyasu Ogawa,Haruhiko Akiyama",Kazu Matsumoto,Haruhiko Akiyama
2020-Nov,Scientific Article,Society of skeletal radiology member utilization and performance of whole-body MRI in adults,"Jacob M. Feldhaus,Hillary W. Garner,Daniel E. Wessell",Jacob M. Feldhaus,Daniel E. Wessell
2020-Nov,Scientific Article,Comparison of post-operative pain scores and opioid use between kyphoplasty and radiofrequency ablation (RFA) systems combined with cement augmentation,"Sumit Jain,Logan Kinch,Magdalena Anitescu",Sumit Jain,Magdalena Anitescu
2020-Nov,Scientific Article,The diagnostic value of ultrasound and shear wave elastography in the differentiation of benign and malignant soft tissue tumors,"Mesut Ozturk,Mustafa Bekir Selcuk,Yakup Sancar Baris",Mesut Ozturk,Yakup Sancar Baris
2020-Nov,Scientific Article,Popliteal lymph nodes in patients with osteosarcoma: are they metastatic?,"Mark X. Cleary,Laura M. Fayad,Shivani Ahlawat",Mark X. Cleary,Shivani Ahlawat
2020-Nov,Scientific Article,Differentiating epidural fibrosis from disc herniation on contrast-enhanced and unenhanced MRI in the postoperative lumbar spine,"Zita Passavanti,Sebastian Leschka,Tobias Johannes Dietrich",Zita Passavanti,Tobias Johannes Dietrich
2020-Nov,Scientific Article,Soft tissue sarcoma: can dynamic contrast-enhanced (DCE) MRI be used to predict the histological grade?,"Xiangwen Li,Qimeng Wang,Shaowu Wang",Xiangwen Li,Shaowu Wang
2020-Nov,Scientific Article,Muscle activities during shoulder internal rotation differ in arm position: a preliminary quantitative analysis using positron emission tomography,"Gaku Matsuzawa,Hirotaka Sano,Eiji Itoi",Gaku Matsuzawa,Eiji Itoi
2020-Nov,Scientific Article,Diagnostic performance of open MRI in the flexed knee position for the detection of medial meniscus ramp lesions,"Yuki Okazaki,Takayuki Furumatsu,Toshifumi Ozaki",Yuki Okazaki,Toshifumi Ozaki
2020-Nov,Scientific Article,Association of aspirin and other non-steroidal anti-inflammatory drugs with bleeding complications in image-guided musculoskeletal biopsies,"Eddy Zandee van Rilland,Stanley Kim,Jim S. Wu",Eddy Zandee van Rilland,Jim S. Wu
2020-Dec,Perspective,Placebo effects in musculoskeletal radiology procedures,"Charles J. Sullivan,Stephen J. Eustace,Eoin C. Kavanagh",Charles J. Sullivan,Eoin C. Kavanagh
2020-Dec,Case Report,Giant intraosseous ganglion of the fibula: multimodality imaging,"Najoi Chatt,Aline François,Thomas Kirchgesner",Najoi Chatt,Thomas Kirchgesner
2020-Dec,Case Report,An uncommon lymphoma mimic: lipogranulomas,"John Karp,Prem Ruben Jayaram,Paul Ian Mallinson",John Karp,Paul Ian Mallinson
2020-Dec,Case Report,Spinal extradural arteriovenous fistula after lumbar epidural injection: CT angiographic diagnosis using 3D-volume rendering,"A Yeon Kim,Eun Kyung Khil,Jung-Ah Choi",A Yeon Kim,Jung-Ah Choi
2020-Dec,Case Report,Two-point Dixon fat-water swapping artifact: lesion mimicker at musculoskeletal T2-weighted MRI,"Thomas Kirchgesner,Souad Acid,Bruno Vande Berg",Thomas Kirchgesner,Bruno Vande Berg
2020-Dec,Case Report,Diffuse skeletal muscle extramedullary plasmacytomas: a rare case and review of the literature,"Robert D. Moore,Steve M. Nelson,Nathan D. Cecava",Robert D. Moore,Nathan D. Cecava
2020-Dec,Letter to the Editor,Response to letter to editor,"R. Rajakulasingam,A. Saifuddin",R. Rajakulasingam,A. Saifuddin
2020-Dec,Test Yourself: Answer,Five-year-old girl with bilateral lower leg pain,"C. Kloth,T. Wowra,S. A. Schmidt",C. Kloth,S. A. Schmidt
2020-Dec,Test Yourself: Answer,Test yourself: right knee pain after fall,"Jau-Ann Tsai,Kush Shah,A. Ross Sussman",Jau-Ann Tsai,A. Ross Sussman
2020-Dec,Announcement,2019 Award Winning Papers,,,
2020-Dec,Browser's Notes,Browser’s Notes,,,
2020-Dec,Test Yourself: Question,Test yourself: right knee pain after fall,"Jau-Ann Tsai,Kush Shah,A. Ross Sussman",Jau-Ann Tsai,A. Ross Sussman
2020-Dec,Case Report,Acrophyseal growth arrest in a long-term survivor of acute lymphoblastic leukemia,"Jacky de Rooy,Stan Buckens,Filip Vanhoenacker",Jacky de Rooy,Filip Vanhoenacker
2020-Dec,Test Yourself: Question,5-year-old girl with bilateral lower leg pain,"C. Kloth,T. Wowra,S. A. Schmidt",C. Kloth,S. A. Schmidt
2020-Dec,Scientific Article,MRI appearance of jogger’s foot,"Mark S. Collins,Christin A. Tiegs-Heiden,Matthew A. Frick",Mark S. Collins,Matthew A. Frick
2020-Dec,Scientific Article,The accuracy of a novel sonographic scanning and reporting protocol to survey for soft tissue sarcoma local recurrence,"Adam Daniel Singer,Phil Wong,Kenneth Cardona",Adam Daniel Singer,Kenneth Cardona
2020-Dec,Scientific Article,Hemangioma of long tubular bone: imaging characteristics with emphasis on magnetic resonance imaging,"Qin Zhou,Liangji Lu,Guixun Hong",Qin Zhou,Guixun Hong
2020-Dec,Scientific Article,MR imaging pattern of tibial subchondral bone structure: considerations of meniscal coverage and integrity,"Aticha Ariyachaipanich,Emel Kaya,Christine B. Chung",Aticha Ariyachaipanich,Christine B. Chung
2020-Dec,Scientific Article,Age-dependent changes in pediatric scaphoid fracture pattern on radiographs,"Jie C. Nguyen,Michael K. Nguyen,Benjamin Chang",Jie C. Nguyen,Benjamin Chang
2020-Dec,Scientific Article,"Langerhans cell histiocytosis of the shoulder girdle, pelvis and extremities: a review of radiographic and MRI features in 85 cases","J Singh,R Rajakulasingam,A Saifuddin",J Singh,A Saifuddin
2020-Dec,Scientific Article,Experiences with image quality and radiation dose of cone beam computed tomography (CBCT) and multidetector computed tomography (MDCT) in pediatric extremity trauma,"Sebastian Tschauner,Robert Marterer,Erich Sorantin",Sebastian Tschauner,Erich Sorantin
2020-Dec,Scientific Article,How well do we represent ourselves: an analysis of musculoskeletal radiology fellowships website content in Canada and the USA,"Sami Adham,Muhammad Umer Nasir,Faisal Khosa",Sami Adham,Faisal Khosa
2020-Dec,Scientific Article,Comparison of 3D X-ray tomography with computed tomography in patients with distal extremity fractures,"Anna L. Falkowski,Balazs K. Kovacs,Anna Hirschmann",Anna L. Falkowski,Anna Hirschmann
2020-Dec,Scientific Article,"Painful type II os naviculare: introduction of a standardized, reproducible classification system","Sarah I. Kamel,Jeffrey A. Belair,Adam C. Zoga",Sarah I. Kamel,Adam C. Zoga
2020-Dec,Scientific Article,Using a simplified version of a common surgical grading scale for acetabular labral tears improves the utility of preoperative hip MRI for femoroacetabular impingement,"Patrick Morgan,Amanda Crawford,Jutta M. Ellermann",Patrick Morgan,Jutta M. Ellermann
2020-Dec,Scientific Article,Radiofrequency ablation vs microwave ablation for osteoid osteomas: long-term results,"Joseph Reis,Young Chang,Ashwani K. Sharma",Joseph Reis,Ashwani K. Sharma
2020-Dec,Scientific Article,Impact of stem design and cementation on postoperative femoral antetorsion in 227 patients with total hip arthroplasty (THA),"Tim Fischer,Christoph Stern,Reto Sutter",Tim Fischer,Reto Sutter
2020-Dec,Review Article,Hallux sesamoid complex imaging: a practical diagnostic approach,"Charles Lombard,Romain Gillet,Pedro Gondim Teixeira",Charles Lombard,Pedro Gondim Teixeira
2020-Dec,Technical Report,MR spectroscopy differences between lipomatosis of nerve and neuromuscular choristoma: a potential adjunctive diagnostic tool,"T. Marek,K. K. Amrami,J. D. Port",T. Marek,J. D. Port
2020-Dec,Review Article,Microinstability of the hip: a systematic review of the imaging findings,"Rebecca M Woodward,Renuka M Vesey,Donna G Blankenbaker",Rebecca M Woodward,Donna G Blankenbaker
