Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2018-Jul,Case Report,Interposition of the transverse ligament of the knee into a fracture of the tibial plateau: a case report,"Kazimierz T. Szopinski,Pawel Adamczyk",Kazimierz T. Szopinski,Pawel Adamczyk
2018-Jul,Case Report,Multicentric carpotarsal osteolysis syndrome: long-term follow-up of three patients,"Céline Klein,Jonathan Bellity,Stéphanie Pannier",Céline Klein,Stéphanie Pannier
2018-Jul,Case Report,Superficial acral fibromyxoma: a case report with radiological review,"Shirly Lee,Michael Austin Ross Reid",Shirly Lee,Michael Austin Ross Reid
2018-Jul,Case Report,Epiphyseal hyperplasia caused by an ectopic ossification center of the distal tibia: presentation of a pediatric case with 13 years of radiological surveillance,"Susanne Scheipl,Stefan Tauber,Gerhard Ranner",Susanne Scheipl,Gerhard Ranner
2018-Jul,Technical Report,MRI sport-specific pulley imaging,"Michael N. Hoff,Todd D. Greenberg",Michael N. Hoff,Todd D. Greenberg
2018-Aug,Browser's Notes,Browser’s Notes,,,
2018-Aug,Test Yourself: Answer,Chest wall mass in a 15-year-old female patient,"Michael Khoo,Ian Pressney,Asif Saifuddin",Michael Khoo,Asif Saifuddin
2018-Aug,Case Report,Osteoblastomatosis: an unusual diagnosis and treatment,"Elena Quílez-Caballero,José Martel-Villagran,María Jesús Díaz-Candamio",Elena Quílez-Caballero,María Jesús Díaz-Candamio
2018-Aug,Case Report,Spontaneous regression of a large calcified thoracic disk extrusion,"Hayley Oligane,Jean Rongo,Barton F. Branstetter IV",Hayley Oligane,Barton F. Branstetter IV
2018-Aug,Case Report,A rare case of pelvic bone duplication,"Lamya Ann Atweh,Abdo Jurjus,Lara Nassar",Lamya Ann Atweh,Lara Nassar
2018-Aug,Test Yourself: Question,Chest wall mass in a 15 year old female patient,"Michael Khoo,Ian Pressney,Asif Saifuddin",Michael Khoo,Asif Saifuddin
2018-Aug,Scientific Article,MDCT arthrography assessment of scaphoid nonunion advanced collapse: distribution of cartilage damage and relationship with scaphoid nonunion features,"Michel D. Crema,Catherine Phan,Yves Menu",Michel D. Crema,Yves Menu
2018-Aug,Scientific Article,MRI of pectoralis major tears: association between ancillary findings and tear severity,"Ivan R. B. Godoy,Edgar L. Martinez-Salazar,Martin Torriani",Ivan R. B. Godoy,Martin Torriani
2018-Aug,Scientific Article,Lumbosacral transitional vertebrae: significance of local bone marrow edema at the transverse processes,"Mika T. Nevalainen,Eoghan Mc,Carthy,Johannes B. Roedl",Mika T. Nevalainen,Johannes B. Roedl
2018-Aug,Scientific Article,Efficacy and outcome predictors of fluoroscopy-guided facet joint injection for spondylolysis,"Woo Young Kang,Joon Woo Lee,Heung Sik Kang",Woo Young Kang,Heung Sik Kang
2018-Aug,Scientific Article,Hemi-pelvic slope is correlated with the acetabular depth in adults—a radiological study,"Mohsen Sadeghi-Naini,Salameh Taghipour,Mansour Abolghasemian",Mohsen Sadeghi-Naini,Mansour Abolghasemian
2018-Aug,Scientific Article,Peripheral DXA measurement around ankle joint to diagnose osteoporosis as assessed by central DXA measurement,"Ki Hyuk Sung,Young Choi,Kyoung Min Lee",Ki Hyuk Sung,Kyoung Min Lee
2018-Aug,Scientific Article,Pseudotumor in metal-on-metal hip arthroplasty: a comparison study of three grading systems with MRI,"C. Smeekes,B. J. M. Schouten,R. G. H. H. Nelissen",C. Smeekes,R. G. H. H. Nelissen
2018-Aug,Review Article,Adult thigh muscle injuries—from diagnosis to treatment: what the radiologist should know,"João Cruz,Vasco Mascarenhas",João Cruz,Vasco Mascarenhas
2018-Aug,Abstracts,"Annual Scientific Meeting Abstracts of the Australasian Musculoskeletal Imaging Group (AMSIG) 2018, Gold Coast, Queensland, Australia",,,
2018-Aug,Scientific Article,Are adult carpal angle measurements applicable to the pediatric population in the trauma setting?,"E. A. Joyce,T. Farrell,A. Snow",E. A. Joyce,A. Snow
2018-Aug,Review Article,Fibrodysplasia ossificans progressiva: a current review of imaging findings,"Adam H. Bauer,Jeff Bonham,Daria Motamedi",Adam H. Bauer,Daria Motamedi
2018-Aug,Review Article,A review of main anatomical and sonographic features of subcutaneous nerve injuries related to orthopedic surgery,"Anne Causeret,Isabelle Ract,Raphaël Guillin",Anne Causeret,Raphaël Guillin
2018-Aug,Review Article,"The anterior knee: normal variants, common pathologies, and diagnostic pitfalls on MRI","Yong Wei Liu,Matthew R. Skalski,George R. Matcuk Jr",Yong Wei Liu,George R. Matcuk Jr
2018-Sep,Letter to the Editor,Response to: “Letter to the editor: Mesoaxial synostotic syndactyly with phalangeal reduction (MSSD): syndactyly type IX”,"Julius Matthias Weinrich,Peter Bannas",Julius Matthias Weinrich,Peter Bannas
2018-Sep,Test Yourself: Answer,Short stature and bone structure abnormalities in an 8-year-old girl,"Grammatina Boitsios,Jean-Christophe Le Brun,Paolo Simoni",Grammatina Boitsios,Paolo Simoni
2018-Sep,Case Report,Intra-articular solitary fibrous tumor of the knee,"Michael Roth,Salem Alowami,Srinivasan Harish",Michael Roth,Srinivasan Harish
2018-Sep,Case Report,Giant fibroepithelial polyp of the thigh and retroperitoneal fibromatosis in a young woman: a rare case,"Ruchi Gupta,Shuchi Smita,Lakshmi Sinha",Ruchi Gupta,Lakshmi Sinha
2018-Sep,Case Report,Lymphangiomatosis: a rare entity presenting with involvement of the sacral plexus,"Megan K. Mills,Bryn Putbrese,Sarah E. Stilwill",Megan K. Mills,Sarah E. Stilwill
2018-Sep,Case Report,Diagnosis of isolated extensor carpi radialis longus (ECRL) tendon avulsion fracture using ultrasound: a paradigm shift,"N. Alnaif,S. Alrobaiea,M. H. Martin",N. Alnaif,M. H. Martin
2018-Sep,Test Yourself: Question,Short stature and bone structure abnormalities in two siblings,"Grammatina Boitsios,Jean-Christophe Le Brun,Paolo Simoni",Grammatina Boitsios,Paolo Simoni
2018-Sep,Scientific Article,The location of the peroneus longus tendon in the cuboid groove: sonographic study in various positions of the ankle–foot in asymptomatic volunteers,"Hye Jung Choo,Sun Joo Lee,Donald L. Resnick",Hye Jung Choo,Donald L. Resnick
2018-Sep,Scientific Article,Correlation of listhesis on upright radiographs and central lumbar spinal canal stenosis on supine MRI: is it possible to predict lumbar spinal canal stenosis?,"Tim Finkenstaedt,Filippo Del Grandeon behalf of the LSOS working group",Tim Finkenstaedt,Filippo Del Grandeon behalf of the LSOS working group
2018-Sep,Scientific Article,Magnetic resonance imaging assessment of the normal knee anterolateral ligament in children and adolescents,"Camilo Partezani Helito,Paulo Victor Partezani Helito,Giovanni Guido Cerri",Camilo Partezani Helito,Giovanni Guido Cerri
2018-Sep,Scientific Article,Radiological glenohumeral osteoarthritis in long-term type 1 diabetes. Prevalence and reliability of three classification systems. The Dialong shoulder study,"Niels Gunnar Juel,Jens I. Brox,Tore J. Berg",Niels Gunnar Juel,Tore J. Berg
2018-Sep,Scientific Article,Normal imaging laterality on magnetic resonance imaging of the medial epicondyle of the elbow on the dominant side of adolescent male baseball players,"Tomohiro Yoshizawa,Yoshikazu Okamoto,Masashi Yamazaki",Tomohiro Yoshizawa,Masashi Yamazaki
2018-Sep,Scientific Article,MRI findings associated with medial patellofemoral capsuloligamentous plication,"William R. Walter,Hien Pham,Christopher J. Burke",William R. Walter,Christopher J. Burke
2018-Sep,Scientific Article,Radiographic morphology of normal ring apophyses in the immature cervical spine,"T. D. Woo,G. Tony,V. N. Cassar-Pullicino",T. D. Woo,V. N. Cassar-Pullicino
2018-Sep,Scientific Article,"Clinical, radiological, and pathological features of extraskeletal osteosarcoma","Lauren A. Roller,Ivan Chebib,Connie Y. Chang",Lauren A. Roller,Connie Y. Chang
2018-Sep,Review Article,Ultrasound for diagnosing radiographically occult scaphoid fracture,"Robert M. Kwee,Thomas C. Kwee",Robert M. Kwee,Thomas C. Kwee
2018-Sep,Browser's Notes,Browser’s Notes,,,
2018-Sep,Scientific Article,Imaging of the post-operative shoulder: does injection of iodinated contrast in addition to MR contrast during arthrography improve diagnostic accuracy and patient throughput?,Thomas Magee,Thomas Magee,Thomas Magee
2018-Sep,Abstracts,"Annual Scientific Meeting Abstracts of the International Skeletal Society (ISS) 2018, Berlin, Germany",,,
2018-Oct,Test Yourself: Question,Bilateral painful foot masses,"Neil V. Shah,Natasha Ahmed,Aditya V. Maheshwari",Neil V. Shah,Aditya V. Maheshwari
2018-Oct,Scientific Article,Anterior laxity of the knee assessed with gravity stress radiograph,"Tatsuo Mae,Konsei Shino,Hideki Yoshikawa",Tatsuo Mae,Hideki Yoshikawa
2018-Oct,Scientific Article,Spondylodiscitis following endovascular abdominal aortic aneurysm repair: imaging perspectives from a single centre’s experience,"Ramin Mandegaran,Christopher S. W. Tang,Ali Zavareh",Ramin Mandegaran,Ali Zavareh
2018-Oct,Scientific Article,Imaging appearance of well-differentiated liposarcomas with myxoid stroma,"Yoav Morag,Corrie Yablon,David Lucas",Yoav Morag,David Lucas
2018-Oct,Scientific Article,"CT-guided biopsy in suspected spondylodiscitis: microbiological yield, impact on antimicrobial treatment, and relationship with outcome","Ömer Kasalak,Marjan Wouthuyzen-Bakker,Thomas C. Kwee",Ömer Kasalak,Thomas C. Kwee
2018-Oct,Scientific Article,Shoulder muscle volume and fat content in healthy adult volunteers: quantification with DIXON MRI to determine the influence of demographics and handedness,"Pascal S. Kälin,Rebecca J. Crawford,Erika J. Ulbrich",Pascal S. Kälin,Erika J. Ulbrich
2018-Oct,Scientific Article,Diagnostic yield of repeat CT-guided biopsy for suspected infectious spondylodiscitis,"Gregory J. Czuczman,Daniel E. Marrero,F. Joseph Simeone",Gregory J. Czuczman,F. Joseph Simeone
2018-Oct,Scientific Article,Quantification of fat content in lipid-rich myxoid liposarcomas with MRI: a single-center experience with survival analysis,"Gokhan Kuyumcu,Brian P. Rubin,Hakan Ilaslan",Gokhan Kuyumcu,Hakan Ilaslan
2018-Oct,Test Yourself: Question,Shoulder pain,"Sangoh Lee,Asif Saifuddin",Sangoh Lee,Asif Saifuddin
2018-Oct,Case Report,Synchronous bilateral lipoma arborescens of bicipitoradial bursa—a rare entity,"Vishal Kalia,Omar Daher,Jessica Shepherd",Vishal Kalia,Jessica Shepherd
2018-Oct,Case Report,Primary thoracic giant cell tumor of bone sensitive to steroids,"Huiliang Yang,Gi Hye Im,Joseph H. Schwab",Huiliang Yang,Joseph H. Schwab
2018-Oct,Case Report,"Primary hydatid cyst in the posterior thigh, and its percutaneous treatment","Muhammet Arslan,Bozkurt Gulek,Fulya Adamhasan",Muhammet Arslan,Fulya Adamhasan
2018-Oct,Case Report,Giant periosteal aggressive epithelioid osteoblastoma: 21-year-old male presents case in the midshaft of his femur,"Laura Sonnylal,Joel R. Peterson,James C. Wittig",Laura Sonnylal,James C. Wittig
2018-Oct,Case Report,Osteoid osteoma of the scaphoid bone associated with flexor carpi radialis calcific tendinitis and treated with CT-guided RF ablation,"Michalis Michaelides,Elena Drakonaki,Cleanthis Ioannides",Michalis Michaelides,Cleanthis Ioannides
2018-Oct,Case Report,Isolated rupture of the accessory soleus tendon: an original and confusing picture,"Pierre-François Lintingre,Eric PeléBenjamin Dallaudière",Pierre-François Lintingre,Eric PeléBenjamin Dallaudière
2018-Oct,Test Yourself: Answer,Bilateral painful foot masses,"Neil V. Shah,Natasha Ahmed,Aditya V. Maheshwari",Neil V. Shah,Aditya V. Maheshwari
2018-Oct,Test Yourself: Answer,Shoulder pain,"Sangoh Lee,Asif Saifuddin",Sangoh Lee,Asif Saifuddin
2018-Oct,Browser's Notes,Browser’s notes,,,
2018-Oct,Scientific Article,Dynamic contrast-enhanced magnetic resonance imaging for differentiating osteomyelitis from acute neuropathic arthropathy in the complicated diabetic foot,"Dan Liao,Liqiu Xie,Yongmei Li",Dan Liao,Yongmei Li
2018-Oct,Review Article,Culture yield of repeat percutaneous image-guided biopsy after a negative initial biopsy in suspected spondylodiscitis: a systematic review,"Ömer Kasalak,Hugo J. A. Adams,Thomas C. Kwee",Ömer Kasalak,Thomas C. Kwee
2018-Nov,Scientific Article,Evaluation of articular cartilage following rotational acetabular osteotomy for hip dysplasia using T2 mapping MRI,"Takeshi Shoji,Takuma Yamasaki,Nobuo Adachi",Takeshi Shoji,Nobuo Adachi
2018-Nov,Test Yourself: Answer,Acute right ankle pain in a 9-year-old boy without history of trauma,"V. Appiah,G. Boitsios,Paolo Simoni",V. Appiah,Paolo Simoni
2018-Nov,Browser's Notes,Browser’s notes,,,
2018-Nov,Scientific Article,MR arthrogram of the postoperative glenoid labrum: normal postoperative appearance versus recurrent tears,"Christin A. Tiegs-Heiden,Nicholas G. Rhodes,Benjamin M. Howe",Christin A. Tiegs-Heiden,Benjamin M. Howe
2018-Nov,Scientific Article,Ultrasound-guided steroid injection for the treatment of de Quervain’s disease: an anatomy-based approach,"Jong-Hyun Bing,Soo-Jung Choi,Dong-Rock Shin",Jong-Hyun Bing,Dong-Rock Shin
2018-Nov,Scientific Article,Ultrasound measurements of axillary recess capsule thickness in unilateral frozen shoulder: study of correlation with MRI measurements,"Du Hwan Kim,Chul-Hyun Cho,Duk Hyun Sung",Du Hwan Kim,Duk Hyun Sung
2018-Nov,Scientific Article,Non-union rate of type II and III odontoid fractures in CPPD versus a control population,"Aaron Wold,Jonelle Petscavage-Thomas,Eric A. Walker",Aaron Wold,Eric A. Walker
2018-Nov,Scientific Article,Narrowing of ischiofemoral and quadratus femoris spaces in pediatric ischiofemoral impingement,"Shlomit Goldberg-Stein,Avi Friedman,Benjamin Taragin",Shlomit Goldberg-Stein,Benjamin Taragin
2018-Nov,Scientific Article,Surveillance MRI for the detection of locally recurrent Ewing sarcoma seems futile,"Ömer Kasalak,Amelie Dammann,Thomas C. Kwee",Ömer Kasalak,Thomas C. Kwee
2018-Nov,Scientific Article,"Acute posterior cruciate ligament injuries: effect of location, severity, and associated injuries on surgical management","Mark A. Anderson,F. Joseph Simeone,Connie Y. Chang",Mark A. Anderson,Connie Y. Chang
2018-Nov,Scientific Article,Sonographic sequential change of the anteroinferior labrum following arthroscopic Bankart repair: quantitative and qualitative assessment,"Masaki Fukuyoshi,Tetsuya Takenaga,Katsumasa Sugimoto",Masaki Fukuyoshi,Katsumasa Sugimoto
2018-Nov,Scientific Article,"Effects of post-fracture non-weight-bearing immobilization on muscle atrophy, intramuscular and intermuscular adipose tissues in the thigh and calf","Akito Yoshiko,Koun Yamauchi,Hiroshi Akima",Akito Yoshiko,Hiroshi Akima
2018-Nov,TEST YOURSELF: QUESTION,Acute right ankle pain in a 9-year-old boy without history of trauma,"V. Appiah,G. Boitsios,P. Simoni",V. Appiah,P. Simoni
2018-Nov,Case Report,Pacinian corpuscles: an explanation for subcutaneous palmar nodules routinely encountered on MR examinations,"Nicholas G Rhodes,Naveen S. Murthy,David A. Rubin",Nicholas G Rhodes,David A. Rubin
2018-Nov,Case Report,Metachronous multicentric giant cell tumour of bone,"Navatha Vangala,Shantveer G. Uppin,P. Chandrasekhar",Navatha Vangala,P. Chandrasekhar
2018-Nov,Case Report,"The lucent (CT) and enhancing (MR) rim, a sign of Paget’s disease of the skull: case report","Myriame Bou Antoun,Salim Kemel,Jean-Denis Laredo",Myriame Bou Antoun,Jean-Denis Laredo
2018-Nov,Case Report,Fibrous dysplasia: an unusual case of a very aggressive form with costo-vertebral joint destruction and invasion of the contralateral D7 vertebral body,"Carmine Zoccali,Dario Attala,Virginia Ferraresi",Carmine Zoccali,Virginia Ferraresi
2018-Nov,Case Report,Widespread and debilitating hemangiomas in a patient with enchondromatosis and D-2-hydroxyglutaric aciduria,"Patra Yeetong,Teerasak Phewplung,Vorasuk Shotelersuk",Patra Yeetong,Vorasuk Shotelersuk
2018-Nov,Scientific Article,Three-material decomposition with dual-layer spectral CT compared to MRI for the detection of bone marrow edema in patients with acute vertebral fractures,"Benedikt J. Schwaiger,Alexandra S. Gersing,Peter B. Noël",Benedikt J. Schwaiger,Peter B. Noël
2018-Dec,Browser's Notes,Browser's notes,,,
2018-Dec,Test Yourself: Question,Painful swelling in the proximal third of the arm,"Maria Pilar Aparisi Gómez,Francisco Aparisi,Alberto Bazzocchi",Maria Pilar Aparisi Gómez,Alberto Bazzocchi
2018-Dec,Correction,Correction to: Osteitis: a retrospective feasibility study comparing single-source dual-energy CT to MRI in selected patients with suspected acute gout,"Torsten Diekhoff,Michael Scheel,Kay Geert A. Hermann",Torsten Diekhoff,Kay Geert A. Hermann
2018-Dec,Test Yourself: Answer,Painful swelling in the proximal third of the arm,"Maria Pilar Aparisi Gómez,Francisco Aparisi,Alberto Bazzocchi",Maria Pilar Aparisi Gómez,Alberto Bazzocchi
2018-Dec,Case Report,Lipidus migrans—a radiology imaging feature after ankle injury,"Malwina Kaniewska,Lynne S. Steinbach,Suzanne E. Anderson",Malwina Kaniewska,Suzanne E. Anderson
2018-Dec,Case Report,Flexor carpi radialis brevis: case report of a symptomatic tear,"Anthony M. Kordahi,Kara L. Sarrel,Eric Y. Chang",Anthony M. Kordahi,Eric Y. Chang
2018-Dec,Case Report,Synovitis of the knee following a high-pressure injection injury with hydraulic oil,"Paulo A. Noronha,Ronaldo O. Lomelino,Edson Marchiori",Paulo A. Noronha,Edson Marchiori
2018-Dec,Technical Report,T2-mapping of the sacroiliac joints at 1.5 Tesla: a feasibility and reproducibility study,"Domenico Albano,Vito Chianca,Massimo Galia",Domenico Albano,Massimo Galia
2018-Dec,Scientific Article,The preliminary results of a new CT-guided periradicular cervical steroid injection technique: safety and feasibility of the lateral peri-isthmic approach in 28 patients,"Onur Levent Ulusoy,Deniz Alis,Mustafa Sirvanci",Onur Levent Ulusoy,Mustafa Sirvanci
2018-Dec,Scientific Article,Some new angles on the magic angle: what MSK radiologists know and don’t know about this phenomenon,"Michael L. Richardson,Behrang Amini,Todd L. Richards",Michael L. Richardson,Todd L. Richards
2018-Dec,Scientific Article,"Chemical shift imaging with in-phase and opposed-phase sequences at 3 T: what is the optimal threshold, measurement method, and diagnostic accuracy for characterizing marrow signal abnormalities?","Neil M. Kumar,Shivani Ahlawat,Laura M. Fayad",Neil M. Kumar,Laura M. Fayad
2018-Dec,Scientific Article,"Correlation of benign incidental findings seen on whole-body PET-CT with knee MRI: patterns of 18F-FDG avidity, intra-articular pathology, and bone marrow edema lesions","Christopher J. Burke,William R. Walter,Fabio Ponzo",Christopher J. Burke,Fabio Ponzo
2018-Dec,Scientific Article,18F-FDG PET/CT and MRI features of myxoid liposarcomas and intramuscular myxomas,"Brendan W. Lunn,Laurel A. Littrell,Stephen M. Broski",Brendan W. Lunn,Stephen M. Broski
2018-Dec,Scientific Article,Efficacy of intraarticular corticosteroid hip injections for osteoarthritis and subsequent surgery,"Wilson C. Lai,Armin Arshi,Sharon L. Hame",Wilson C. Lai,Sharon L. Hame
2018-Dec,Scientific Article,"Comparison of three CT-guided epidural steroid injection approaches in 104 patients with cervical radicular pain: transforaminal anterolateral, posterolateral, and transfacet indirect","Sylvain Bise,Lionel Pesquer,Benjamin Dallaudière",Sylvain Bise,Benjamin Dallaudière
2018-Dec,Scientific Article,CT-guided transforaminal epidural steroid injections: do needle position and degree of foraminal stenosis affect the pattern of epidural flow?,"Nityanand Miskin,Glenn C. Gaviola,Jacob C. Mandell",Nityanand Miskin,Jacob C. Mandell
2018-Dec,Review Article,Diagnostic accuracy of dual-energy CT in gout: a systematic review and meta-analysis,"Zhange Yu,Tianli Mao,Wei Sun",Zhange Yu,Wei Sun
2018-Dec,Scientific Article,MR evaluation of the meniscal ramp lesion in patients with anterior cruciate ligament tear,"Yujin Yeo,Joong Mo Ahn,Heung Sik Kang",Yujin Yeo,Heung Sik Kang
2018-Dec,Review Article,Local recurrence of soft-tissue sarcoma: issues in imaging surveillance strategy,"Nisreen S. Ezuddin,Juan Pretell-Mazzini,Ty K. Subhawong",Nisreen S. Ezuddin,Ty K. Subhawong
