Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2022-Jun,Scientific Article,Fully automated deep learning for knee alignment assessment in lower extremity radiographs: a cross-sectional diagnostic study,"Sebastian Simon,Gilbert M. Schwarz,Jochen G. Hofstaetter",Sebastian Simon,Jochen G. Hofstaetter
2022-Jun,Review Article,"Low-velocity, civilian firearm extremity injuries—review and update for radiologists","Kimia Khalatbari Kani,Jack A. Porrino,Felix S. Chew",Kimia Khalatbari Kani,Felix S. Chew
2022-Jul,Case Report,Deep vein thrombosis in the thigh: MR imaging in two cases with atypical presentations,"Yeon Soo Lee,Jichang Kim,Jae Jung Jeong",Yeon Soo Lee,Jae Jung Jeong
2022-Jul,Test Yourself: Answer,Painful suprapatellar mass,"Carol Pui Yang Chien,Victor Kam Ho Lee",Carol Pui Yang Chien,Victor Kam Ho Lee
2022-Jul,Review Article,Acute changes in knee cartilage and meniscus following long-distance running in habituate runners: a systematic review on studies using quantitative magnetic resonance imaging,"Dingbo Shu,Feng Chen,Siyu Dai",Dingbo Shu,Siyu Dai
2022-Jul,Review Article,Anterior cruciate ligament reconstruction related complications: 2D and 3D high-resolution magnetic resonance imaging evaluation,"Uma Thakur,Vaibhav Gulati,Avneesh Chhabra",Uma Thakur,Avneesh Chhabra
2022-Jul,Perspective,The Dixon method in musculoskeletal MRI: from fat-sensitive to fat-specific imaging,Patrick Omoumi,Patrick Omoumi,Patrick Omoumi
2022-Jul,Scientific Article,Computed tomography-based body composition profile as a screening tool for geriatric frailty detection,"Olga Laur,Michael J. Weaver,Bharti Khurana",Olga Laur,Bharti Khurana
2022-Jul,Scientific Article,Medial patellofemoral ligament MRI abnormalities in the setting of MCL injuries: are they clinically relevant?,"Mark S. Collins,Christin A. Tiegs-Heiden,Michael D. Brandt",Mark S. Collins,Michael D. Brandt
2022-Jul,Scientific Article,Morphological changes in the superficial medial collateral ligament on knee MR imaging: association with medial meniscal extrusion and posterior root medial meniscus abnormality,"So Jin Yoon,Joong Mo Ahn,Heung-Sik Kang",So Jin Yoon,Heung-Sik Kang
2022-Jul,Scientific Article,Piriformis syndrome: muscle thickness or volume does not correlate with response to CT-guided injection,"Rocco Hlis,Kevin Yan,Avneesh Chhabra",Rocco Hlis,Avneesh Chhabra
2022-Jul,Scientific Article,Comparison of AI-powered 3D automated ultrasound tomography with standard handheld ultrasound for the visualization of the hands—clinical proof of concept,"Jonas M. Getzmann,Malwina Kaniewska,Roman Guggenberger",Jonas M. Getzmann,Roman Guggenberger
2022-Jul,Scientific Article,Do Patients Really Have Pain with Quadriceps Fat Pad Edema?,"Merve Şam Özdemir,Elif Evrim Ekin,Zeynep Nihal Kazcı",Merve Şam Özdemir,Zeynep Nihal Kazcı
2022-Jul,Scientific Article,Occult fracture propagation in patients with isolated greater trochanteric fractures: patterns and management,"Pamela J. Walsh,Mobeen Farooq,Daniel M. Walz",Pamela J. Walsh,Daniel M. Walz
2022-Jul,Scientific Article,Juxtaneural ganglia arising from the hip joint: focus on magnetic resonance imaging findings and clinical manifestations,"Nari Shin,Hyun Su Kim,Min Jae Cha",Nari Shin,Min Jae Cha
2022-Jul,Scientific Article,Novel anterior coracoglenoid line utilizing magnetic resonance imaging (MRI) corresponds with critical glenoid bone loss,"Neil Olmscheid,Stanley D. Crawford,Patrick Joyner",Neil Olmscheid,Patrick Joyner
2022-Jul,Test Yourself: Question,Painful suprapatellar mass,"Carol Pui Yang Chien,Victor Kam Ho Lee",Carol Pui Yang Chien,Victor Kam Ho Lee
2022-Jul,Technical Report,"Multidisciplinary, articular surface-preserving treatment strategy for locally aggressive epithelioid hemangioma of the acetabulum employing serial bland transarterial embolization","Salim Abboud,Aashish Bhatt,Patrick Getty",Salim Abboud,Patrick Getty
2022-Jul,Technical Report,Improving visualization of the articular cartilage of the knee with magnetic resonance imaging under axial traction: a comparative study of different traction weights,"Naoya Kikuchi,Sho Kohyama,Masashi Yamazaki",Naoya Kikuchi,Masashi Yamazaki
2022-Jul,Case Report,Multicentric infantile myofibromatosis with extensive involvement limited to bone,"María Luque-Cabal,Estíbaliz Obregón-Martínez,Gabriel Fernández-Pérez",María Luque-Cabal,Gabriel Fernández-Pérez
2022-Jul,Scientific Article,Diagnostic ultrasound of tendon injuries in the setting of distal radius fractures,"Simon Sun,Christian Geannette,Yoshimi Endo",Simon Sun,Yoshimi Endo
2022-Jul,Scientific Article,Magnetic resonance imaging in the evaluation of cervical foraminal stenosis: comparison of 3D T2 SPACE with sagittal oblique 2D T2 TSE,"I. Barnaure,J. Galley,R. Sutter",I. Barnaure,R. Sutter
2022-Jul,Scientific Article,Diagnosing ulnar neuropathy at the elbow on MRI: importance of the longitudinal extent of the hyperintense ulnar nerve,"Sujin Kim,Bo Mi Chung,Young Lee",Sujin Kim,Young Lee
2022-Aug,Review Article,Dual energy CT in musculoskeletal applications beyond crystal imaging: bone marrow maps and metal artifact reduction,"Gaurav Cheraya,Salil Sharma,Avneesh Chhabra",Gaurav Cheraya,Avneesh Chhabra
2022-Aug,Case Report,The pivot fracture: an unusual tibial plateau fracture found in association with acute ACL injury,"Ellen Y. Chang,Marschall B. Berkes,Jonathan C. Baker",Ellen Y. Chang,Jonathan C. Baker
2022-Aug,Test Yourself: Question,Test Yourself Question: A 77-year-old female presented with a 3-week history of left thigh swelling and pain,"Susan Hesni,Davoud Khodatars,Paul O’Donnell",Susan Hesni,Paul O’Donnell
2022-Aug,Technical Report,Ultrasound-guided injection of the pisotriquetral joint: technique and case series,"Theodore T. Miller,Giorgios Bis",Theodore T. Miller,Giorgios Bis
2022-Aug,Technical Report,Four-dimensional computed tomographic analysis of screw home movement in patients with anterior cruciate ligament deficient knee — a 3D-3D registration technique,"Yutaro Morishige,Kengo Harato,Takeo Nagura",Yutaro Morishige,Takeo Nagura
2022-Aug,Scientific Article,Inferring pediatric knee skeletal maturity from MRI using deep learning,"John R. Zech,Giuseppe Carotenuto,Diego Jaramillo",John R. Zech,Diego Jaramillo
2022-Aug,Scientific Article,"Intramedullary, periosteal, and extraskeletal Ewing sarcomas: retrospective study of a series of 126 cases in a reference center","F. Violon,R. Burns,F. Larousserie",F. Violon,F. Larousserie
2022-Aug,Scientific Article,"Selective MR neurography-guided anterior femoral cutaneous nerve blocks for diagnosing anterior thigh neuralgia: anatomy, technique, diagnostic performance, and patient-reported experiences","Danoob Dalili,Shivani Ahlawat,Jan Fritz",Danoob Dalili,Jan Fritz
2022-Aug,Scientific Article,Virtual non-contrast images calculated from dual-energy CT shoulder arthrography improve the detection of intraarticular loose bodies,"Christoph Stern,Dimitri N. Graf,Reto Sutter",Christoph Stern,Reto Sutter
2022-Aug,Review Article,Update on imaging of the cervical spine in rheumatoid arthritis,"Mostafa Ellatif,Ban Sharif,Asif Saifuddin",Mostafa Ellatif,Asif Saifuddin
2022-Aug,Scientific Article,"Assessment of clinical, imaging, surgical risk factors for subsequent fracture following vertebral augmentation in osteoporotic patients","Zhi Chen,Zhipeng Yao,Wenge Liu",Zhi Chen,Wenge Liu
2022-Aug,Scientific Article,Diagnostic performance of MRA in abduction and external rotation position in the detection of glenoid labral lesions: a systematic review and meta-analysis,"Mehrzad Shafiei,Firoozeh Shomal Zadeh,Majid Chalian",Mehrzad Shafiei,Majid Chalian
2022-Aug,Scientific Article,MRI evaluation of pediatric tibial eminence fractures: comparison between conventional and “CT-like” ultrashort echo time (UTE) images,"Jie C. Nguyen,Andressa Guariento,Raymond W. Sze",Jie C. Nguyen,Raymond W. Sze
2022-Aug,Scientific Article,The frequency of sacroiliitis on MRI in subjects over 55 years of age,"Iris Eshed,Amit Druyan,Merav Lidar",Iris Eshed,Merav Lidar
2022-Aug,Scientific Article,CT-like MRI: a qualitative assessment of ZTE sequences for knee osseous abnormalities,"Upasana Upadhyay Bharadwaj,Adam Coy,Thomas M. Link",Upasana Upadhyay Bharadwaj,Thomas M. Link
2022-Aug,Scientific Article,BCG osteomyelitis: tips for diagnosis,"Yuko Tsujioka,Taiki Nozaki,Tatsuo Kono",Yuko Tsujioka,Tatsuo Kono
2022-Aug,Scientific Article,Pilot study for treatment of symptomatic shoulder arthritis utilizing cooled radiofrequency ablation: a novel technique,"Andrew Tran,David A. Reiter,Felix M. Gonzalez",Andrew Tran,Felix M. Gonzalez
2022-Aug,Review Article,Acute calcific periarthritis—a commonly misdiagnosed pathology,"Simon Dimmick,Catherine Hayter,James Linklater",Simon Dimmick,James Linklater
2022-Aug,Case Report,NTRK-rearranged spindle cell neoplasm of the lower extremity: radiologic-pathologic correlation,"Cameron J. Overfield,Mark A. Edgar,Hillary W. Garner",Cameron J. Overfield,Hillary W. Garner
2022-Aug,Scientific Article,Calcaneal offset index to measure hindfoot alignment in pes planus,"K. P. Iyengar,C. A. Azzopardi,R. Botchu",K. P. Iyengar,R. Botchu
2022-Aug,Test Yourself: Answer,Test yourself answer to question: a 77-year-old female presented with a 3-week history of left thigh swelling and pain,"Susan Hesni,Davoud Khodatars,Paul O’Donnell",Susan Hesni,Paul O’Donnell
2022-Sep,Correction,Correction to: Measuring the critical shoulder angle on radiographs: an accurate and repeatable deep learning model,"Sofia Takkal,Luis Diaz,Ali Guermazi",Sofia Takkal,Ali Guermazi
2022-Sep,Review Article,MRI in axial spondyloarthritis: understanding an ‘ASAS-positive MRI’ and the ASAS classification criteria,"Martin Toby Tan,Thomas Bernard Lloyd",Martin Toby Tan,Thomas Bernard Lloyd
2022-Sep,Letter to the Editor,"Author’s response: response to “Letter to the editor” (SKRA-D-22–00,347)","Marco Minelli,Andrea Cina,Luca Maria Sconfienza",Marco Minelli,Luca Maria Sconfienza
2022-Sep,Letter to the Editor,Letter to the editor,Reto Sutter,Reto Sutter,Reto Sutter
2022-Sep,Test Yourself: Answer,Test Yourself Answer: A 38-year-old male presenting with a 1-year history of medial right knee pain,"Tetyana Gorbachova,Peter S. Wang",Tetyana Gorbachova,Peter S. Wang
2022-Sep,Case Report,Posttraumatic cicatricial sciatic nerve entrapment: dynamic imaging and percutaneous neurolysis,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Sep,Case Report,Mass-like calcific peri-arthritis in the wrist: a rare case presenting as acute carpal tunnel syndrome and requiring surgical intervention,"Cedric Bohyn,Snehansh Roy Chaudhary,Mark Cresswell",Cedric Bohyn,Mark Cresswell
2022-Sep,Test Yourself: Question,Test Yourself Question: A 38-year-old male presenting with a 1-year history of medial right knee pain,"Michal Krolikowski,Christina R. Vargas,David Di,Lorenzo",Michal Krolikowski,Lorenzo
2022-Sep,Scientific Article,Measuring the critical shoulder angle on radiographs: an accurate and repeatable deep learning model,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Sep,Scientific Article,A robust 3D fast spin-echo technique for fast examination of the brachial plexus,"Marco Minelli,Andrea Cina,Luca Maria Sconfienza",Marco Minelli,Luca Maria Sconfienza
2022-Sep,Scientific Article,Reliability and benefits of single-energy projection-based metallic artifact reduction (SEMAR) in the different orthopedic hardware for the hip,"Daehyun Yoon,Neha Antil,Amelie M. Lutz",Daehyun Yoon,Amelie M. Lutz
2022-Sep,Scientific Article,Anatomic risk factors for the occurrence of medial talar osteochondral lesions: a case–control study,"Yu-Hua Chen,Chia-Hsin Lu,Tsyh-Jyi Hsieh",Yu-Hua Chen,Tsyh-Jyi Hsieh
2022-Sep,Scientific Article,Coracoclavicular bursal changes on MRI: a diagnostic consideration in patients with shoulder pain and reduced coracoclavicular distance,"Lena Sonnow,Tarek Omar Pacha,Ozkan Kose",Lena Sonnow,Ozkan Kose
2022-Sep,Scientific Article,Diagnostic accuracy of a dual-energy computed tomography-based post-processing method for imaging bone marrow edema following an acute ligamentous knee injury,"Ivan Rodrigues Barros Godoy,Tatiane Cantarelli Rodrigues,André Fukunishi Yamada",Ivan Rodrigues Barros Godoy,André Fukunishi Yamada
2022-Sep,Scientific Article,MR imaging detection of adhesive capsulitis of the shoulder: impact of intravenous contrast administration and reader’s experience on diagnostic performance,"Chantal M. J. de Bakker,Tushar Peedikayil,Steven K. Boyd",Chantal M. J. de Bakker,Steven K. Boyd
2022-Sep,Scientific Article,Evaluation of the plantaris tendon: cadaver anatomy study with ultrasonographic and clinical correlation with tennis leg injury in 759 calves,"Bernd Erber,Nina Hesse,Andreas Heuck",Bernd Erber,Andreas Heuck
2022-Sep,Scientific Article,Update on MRI findings of osteomyelitis of long bones in the adult population,"P. Meyer,L. Pesquer,B. Dallaudière",P. Meyer,B. Dallaudière
2022-Sep,Scientific Article,The diagnostic value of susceptibility-weighted imaging for identifying acute intraarticular hemorrhages,"Julia Crim,Samantha Salmon,J. Derek Stensby",Julia Crim,J. Derek Stensby
2022-Sep,Scientific Article,Evaluation of a deep learning method for the automated detection of supraspinatus tears on MRI,"Ali Akhavi Milani,Mohammad Hossein Daghighi,Shadi Daghighi",Ali Akhavi Milani,Shadi Daghighi
2022-Sep,Review Article,Society of Skeletal Radiology– white paper. Guidelines for the diagnostic management of incidental solitary bone lesions on CT and MRI in adults: bone reporting and data system (Bone-RADS),"Jason Yao,Leonid Chepelev,Adnan M. Sheikh",Jason Yao,Adnan M. Sheikh
2022-Sep,Review Article,Utility of dual energy computed tomography in the evaluation of infiltrative skeletal lesions and metastasis: a literature review,"Connie Y. Chang,Hillary W. Garner,Jim S. Wu",Connie Y. Chang,Jim S. Wu
2022-Sep,ACKNOWLEDGEMENT TO REFEREES,Thank you to our reviewers of 2021,"Torsten Diekhoff,Robert Lambert,Kay Geert Hermann",Torsten Diekhoff,Kay Geert Hermann
2022-Sep,Scientific Article,Bilateral pectoralis major MRI in weightlifters: findings of the non-injured side versus age-matched asymptomatic athletes,"Haron Obaid,Prosanta Mondal,Nicholas Vassos",Haron Obaid,Nicholas Vassos
2022-Sep,Correction,Correction to: Concomitant lipoma arborescens and synovial osteochondromatosis of the knee,,,
2022-Oct,Technical Report,Ultrasound-guided percutaneous irrigation of calcific tendinopathy outside the rotator cuff: short-term evaluation,"Paolo Spinnato,Federico Ponti,Milva Battaglia",Paolo Spinnato,Milva Battaglia
2022-Oct,Review Article,Neuropathy Score Reporting and Data System (NS-RADS): MRI Reporting Guideline of Peripheral Neuropathy Explained and Reviewed,"Avneesh Chhabra,Swati D. Deshmukh,Shivani Ahlawat",Avneesh Chhabra,Shivani Ahlawat
2022-Oct,Scientific Article,Likelihood of hip infection with image-guided hip aspiration dry tap: a 10-year retrospective study,"Aline Serfaty,Adam Jacobs,Mohammad Samim",Aline Serfaty,Mohammad Samim
2022-Oct,Scientific Article,Conventional MRI-derived subchondral trabecular biomarkers and their association with knee cartilage volume loss as early as 1 year: a longitudinal analysis from Osteoarthritis Initiative,"Farhad Pishgar,Amir Ashraf-ganjouei,Shadpour Demehri",Farhad Pishgar,Shadpour Demehri
2022-Oct,Scientific Article,Supraspinatus pathology on MRI is associated with degree of weakness on dynamic clinical strength testing,"Stephen M. Gillinov,Nathan H. Varady,Scott D. Martin",Stephen M. Gillinov,Scott D. Martin
2022-Oct,Scientific Article,Predictive value of immediate pain relief after lumbar transforaminal epidural injection with local anesthetics and steroids for single level radiculopathy,"Christoph Germann,Tobias Götschi,Reto Sutter",Christoph Germann,Reto Sutter
2022-Oct,Scientific Article,Hounsfield unit measurement method and related factors that most appropriately reflect bone mineral density on cervical spine computed tomography,"Kyungmin Han,Soon Tae You,Jae Hoon Sung",Kyungmin Han,Jae Hoon Sung
2022-Oct,Scientific Article,MRI signal and morphological alterations of the suprapatellar fat pad in asymptomatic subjects: are these normal variants?,"Aurelio Cosentino,Raphaël Richard,Patrick Omoumi",Aurelio Cosentino,Patrick Omoumi
2022-Oct,Scientific Article,MRI quantification of femoral neck version using the posterior lesser trochanteric line: a comparison of three measurements,"Navraj Dhaliwal,Navdeep Sahota,Haron Obaid",Navraj Dhaliwal,Haron Obaid
2022-Oct,Scientific Article,MRI morphological evaluation of humeral head bone profile inside region of the biceps pulley reflection,"Michele Fischetti,Luca Pio Stoppino,Luca Macarini",Michele Fischetti,Luca Macarini
2022-Oct,Scientific Article,The concept of ring of injuries: evaluation in ankle trauma,"Caroline Nicolai,Guillaume Bierry,Thibault Willaume",Caroline Nicolai,Thibault Willaume
2022-Oct,Test Yourself: Question,Test yourself question: exophytic slow-growing foot lesion,"Fabiana Migliaccio Mansur,Tullia Cuzzi,Diogo Goulart Corrêa",Fabiana Migliaccio Mansur,Diogo Goulart Corrêa
2022-Oct,Test Yourself: Question,Test Yourself Question: A 22-year-old female with a 2-year history of progressive right lower back pain,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Oct,Test Yourself: Question,Painful swelling of the index finger,"John D. Fitzpatrick,Nikhil Patel,Madhvi Patel",John D. Fitzpatrick,Madhvi Patel
2022-Oct,Case Report,Myxoid liposarcoma originating in the retroperitoneum with metastasis to the calcaneus: a rare case report and review of literature,"Kazuhiko Hashimoto,Shunji Nishimura,Masao Akagi",Kazuhiko Hashimoto,Masao Akagi
2022-Oct,Case Report,Dorsalis pedis artery thrombosis in an elite rugby player: an unusual cause of pedal claudication in a high-risk ankle,"Siddharth Thaker,Emma Rowbotham,Philip Robinson",Siddharth Thaker,Philip Robinson
2022-Oct,Test Yourself: Answer,Test yourself answer: exophytic slow-growing foot lesion,"Fabiana Migliaccio Mansur,Tullia Cuzzi,Diogo Goulart Corrêa",Fabiana Migliaccio Mansur,Diogo Goulart Corrêa
2022-Oct,Test Yourself: Answer,Test Yourself Answer: A 22-year-old female with a 2-year history of progressive right lower back pain,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Oct,Test Yourself: Answer,Painful swelling of the index finger,"John D. Fitzpatrick,Nikhil Patel,Madhvi Patel",John D. Fitzpatrick,Madhvi Patel
2022-Oct,Review Article,Sacroiliac joint beyond sacroiliitis—further insights and old concepts on magnetic resonance imaging,"Bruno Cerretti Carneiro,Thiago Astil Rizzetto,Marcelo Astolfi Caetano Nico",Bruno Cerretti Carneiro,Marcelo Astolfi Caetano Nico
2022-Oct,Scientific Article,Bone marrow edema of the medioplantar talar head is associated with severe ligamentous injury in ankle sprain,"Tina Passon,Christoph Germann,Reto Sutter",Tina Passon,Reto Sutter
2022-Nov,Review Article,An update on imaging of tarsal tunnel syndrome,"Davoud Khodatars,Ankur Gupta,Asif Saifuddin",Davoud Khodatars,Asif Saifuddin
2022-Nov,Review Article,Ultrasound evaluations and guided procedures of the painful joint arthroplasty,"Steven B. Soliman,Jason J. Davis,Marnix T. van Holsbeeck",Steven B. Soliman,Marnix T. van Holsbeeck
2022-Nov,Test Yourself: Answer,Test Yourself Answer To Question: A 44-year-old Female Presented with a 12-month History of Elbow Pain,"Sharenja Jeyabaladevan,Ramanan Rajakulasingam,Asif Saifuddin",Sharenja Jeyabaladevan,Asif Saifuddin
2022-Nov,Test Yourself: Answer,Test yourself answer to question: a 69-year-old male presented with a 20-year history of left calf swelling that began following a fall from a tree,"Susan Hesni,Mostafa Ellatif,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Nov,Scientific Article,Can images crowdsourced from the internet be used to train generalizable joint dislocation deep learning algorithms?,"Jinchi Wei,David Li,Paul H. Yi",Jinchi Wei,Paul H. Yi
2022-Nov,Scientific Article,Automated detection of acute appendicular skeletal fractures in pediatric patients using deep learning,"Daichi Hayashi,Andrew J. Kompel,Ali Guermazi",Daichi Hayashi,Ali Guermazi
2022-Nov,Scientific Article,Reliability of reporting differences in degenerative MRI findings of the lumbar spine from the supine to the upright position,"Klaus Doktor,Jan Hartvigsen,Tue Secher Jensen",Klaus Doktor,Tue Secher Jensen
2022-Nov,Scientific Article,Complications associated with improper palpation-guided iliac bone marrow biopsy tracts identified on follow-up imaging,"Mihran Khdhir,Yara Jabbour,Hicham Moukaddam",Mihran Khdhir,Hicham Moukaddam
2022-Nov,Scientific Article,Shear wave elastography imaging in a porcine tendinopathy model,"Grant M. Quilling,Kenneth S. Lee,Beau Ebben",Grant M. Quilling,Beau Ebben
2022-Nov,Scientific Article,Three-dimensional morphological analysis of quadrilateral plate fragments in associated both-column acetabular fractures,"Kai Ye,Jianfei Tang,Zhiquan An",Kai Ye,Zhiquan An
2022-Nov,Technical Report,Prospective pre-operative 3-T MR neurography peripheral nerve mapping of upper extremity amputations implanted with FAST-LIFE electrode interfaces of robotic hands: technical report,"Bayan Mogharrabi,Jonathan Cheng,Avneesh Chhabra",Bayan Mogharrabi,Avneesh Chhabra
2022-Nov,Review Article,Complications in image-guided musculoskeletal injections,"John P. Hynes,Eoin C. Kavanagh",John P. Hynes,Eoin C. Kavanagh
2022-Nov,Test Yourself: Question,Test Yourself Question: A 44-year-old female presented with a 12-month history of elbow pain,"Sharenja Jeyabaladevan,Ramanan Rajakulasingam,Asif Saifuddin",Sharenja Jeyabaladevan,Asif Saifuddin
2022-Nov,Test Yourself: Question,Test Yourself Question: A 69-year-old male presented with a 20-year history of left calf swelling that began following a fall from a tree,"Susan Hesni,Mostafa Ellatif,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Nov,Case Report,Rare malignant melanotic nerve sheath tumors of the upper limb nerves: utility of high-frequency ultrasonography in preoperative imaging,"Wenqing Gong,Jing Wang,Dingzhang Chen",Wenqing Gong,Dingzhang Chen
2022-Nov,Case report,Localized tenosynovial giant cell tumor: a rare case of snapping hip,"Alexander J. Vervaecke,Hugo Declercq,Mathias van den Broek",Alexander J. Vervaecke,Mathias van den Broek
2022-Nov,Case Report,Concomitant lipoma arborescens and synovial osteochondromatosis of the knee,"Sofia Takkal,Luis Diaz,Ali Guermazi",Sofia Takkal,Ali Guermazi
2022-Nov,Case Report,Fracture through tracking pin sites following a robotic-assisted total knee arthroplasty,"Aliya G. Feroe,Amit K. Chakraborty,F. Joseph Simeone",Aliya G. Feroe,F. Joseph Simeone
2022-Nov,Case Report,Distant migration of gel filler: imaging findings following breast augmentation,"Young Jin Choi,In Sook Lee,Hyo Yeong Ahn",Young Jin Choi,Hyo Yeong Ahn
2022-Nov,Test Yourself: Question,Elbow pain and clicking,"Jun-Li Tham,Zeid Al-Ani",Jun-Li Tham,Zeid Al-Ani
2022-Nov,Test Yourself: Answer,Elbow pain and clicking,"Jun-Li Tham,Zeid Al-Ani",Jun-Li Tham,Zeid Al-Ani
2022-Dec,Case Report,Traumatic rupture of the midportion of the interosseous membrane: a rare cause of acute lower leg pain in two soccer players kicked in the anterior shin,"Mark S. Collins,Taylor J. North,Jacob L. Sellon",Mark S. Collins,Jacob L. Sellon
2022-Dec,Case Report,A report of an intracortical chondroblastoma of the diaphysis in a skeletally mature patient,"Madeline A. Sauer,Paul Stegelmeier,Andrea Evenski",Madeline A. Sauer,Andrea Evenski
2022-Dec,Test Yourself: Answer,Left wrist pain in a teenager,"Fatih Erdem,Bahar Yanık,Serdar Sargın",Fatih Erdem,Serdar Sargın
2022-Dec,Test Yourself: Answer,Test yourself answer to question: a 26-year-old female presenting with a 5-month history of insidious onset medial right knee pain,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Test Yourself: Answer,"Test Yourself Answer To Question: a 36-year-old female with a 10-year history of intermittent numbness and loss of color in the fingers, toes, and nose","Susan Hesni,Mrs Caroline Haston,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Test Yourself: Question,"Test Yourself Question: A left humeral lesion in a 64-year-old patient with previous history of lung cancer, now in remission","Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Test Yourself: Answer,"Test yourself answer to question: a left humeral lesion in a 64-year-old patient with previous history of lung cancer, now in remission","Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Abstracts,"AMSIG Victoria, Australia, 2022 Scientific Paper Presentations",,,
2022-Dec,Test Yourself: Answer,Newborn with cleidocranial dysplasia,"Roberto Franceschi,Giovanna Stringari,Evelina Maines",Roberto Franceschi,Evelina Maines
2022-Dec,Test Yourself: Question,Test Yourself Question: A 26-year-old female presenting with a 5-month history of insidious onset medial right knee pain,"Susan Hesni,Daniel Lindsay,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Scientific Article,"Detailed bone assessment of the sacroiliac joint in a prospective imaging study: comparison between computed tomography, zero echo time, and black bone magnetic resonance imaging","Lucas Wolharn,Roman Guggenberger,Tim Finkenstaedt",Lucas Wolharn,Tim Finkenstaedt
2022-Dec,Test Yourself: Question,Newborn with abnormality of the clavicle,"Roberto Franceschi,Giovanna Stringari,Evelina Maines",Roberto Franceschi,Evelina Maines
2022-Dec,Test Yourself: Question,Left wrist pain in a teenager,"Fatih Erdem,Bahar Yanık,Serdar Sargın",Fatih Erdem,Serdar Sargın
2022-Dec,Scientific Article,Magnetic resonance arthrography in patients with multidirectional instability: could inferior capsulsar width be considered the cornerstone in the diagnosis of non-traumatic shoulder instability?,"Angelica Celentano,Marco Porta,Eugenio Annibale Genovese",Angelica Celentano,Eugenio Annibale Genovese
2022-Dec,Scientific Article,Image quality improvement and motion degradation reduction in shoulder MR imaging: comparison of BLADE and rectilinear techniques at 3-Tesla scanning,"Ajay Kohli,David T. Pilkinton,Avneesh Chhabra",Ajay Kohli,Avneesh Chhabra
2022-Dec,Scientific Article,3D-MRI versus 3D-CT in the evaluation of glenoid deformity in glenohumeral arthritis using Dixon 3D FLASH sequence,"Yoav Rosenthal,Mohammad Samim,Mandeep S. Virk",Yoav Rosenthal,Mandeep S. Virk
2022-Dec,Scientific Article,Ensemble deep learning model for predicting anterior cruciate ligament tear from lateral knee radiograph,"Dong Hyun Kim,Jee Won Chai,Jae Won Choi",Dong Hyun Kim,Jae Won Choi
2022-Dec,Perspective,Point-of-care radiology service at the US Open Tennis Championships,"Carlos L. Benitez,Brian Daniels,Alexis C. Colvin",Carlos L. Benitez,Alexis C. Colvin
2022-Dec,Review Article,Assessment of the reliability and validity of imaging measurements for patellofemoral instability: an updated systematic review,"Liam Geraghty,David Humphries,Jane Fitzpatrick",Liam Geraghty,Jane Fitzpatrick
2022-Dec,Review Article,Radiographic imaging of carbon fiber implants in the appendicular skeleton in orthopedic oncology,"Adam Graeber,Sina Habibollahi,Santiago Lozano-Calderon",Adam Graeber,Santiago Lozano-Calderon
2022-Dec,Test Yourself: Question,"Question: a 36-year-old female with a 10-year history of intermittent numbness and loss of color in the fingers, toes, and nose","Susan Hesni,Caroline Haston,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Dec,Scientific Article,Ankle MRI and preceding radiographs: an evaluation of physician ordering practices,"Kristopher de Ga,Dylan Noblett,Cyrus Bateni",Kristopher de Ga,Cyrus Bateni
