Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2021-Jun,Scientific Article,"Comparison of in-phase and opposed-phase T1W gradient echo and T2W fast spin echo dixon chemical shift imaging for the assessment of non-neoplastic, benign neoplastic and malignant marrow lesions","Asif Saifuddin,Hassan Shafiq,Ian Pressney",Asif Saifuddin,Ian Pressney
2021-Jun,Technical Report,Preoperative sonographic ulnar nerve mapping in the postoperative elbow,"Garret M. Powell,Francis I. Baffour,Katrina N. Glazebrook",Garret M. Powell,Katrina N. Glazebrook
2021-Jun,Technical Report,Cryoanalgesia of the anterior femoral cutaneous nerve (AFCN) for the treatment of neuropathy-mediated anterior thigh pain: anatomy and technical description,"Danoob Dalili,Shivani Ahlawat,Jan Fritz",Danoob Dalili,Jan Fritz
2021-Jun,Test Yourself: Question,Test yourself question: right medial hip pain,"E Smith,R Rajakulasingam,R Botchu",E Smith,R Botchu
2021-Jun,Case Report,Novel observations of Pacinian corpuscle distribution in the hands and feet based on high-resolution 7-T MRI in healthy volunteers,"Christoph Germann,Reto Sutter,Daniel Nanz",Christoph Germann,Daniel Nanz
2021-Jun,Case Report,BRAF inhibitor-induced panniculitis in patients treated for stage IV metastatic melanoma: a case series,"David J. Bartlett,Andrew J. Erie,Katrina N. Glazebrook",David J. Bartlett,Katrina N. Glazebrook
2021-Jun,Case Report,Transarticular epithelioid hemangioma of the ankle—a case of a rare vascular neoplasm,"Nikolett Marton,Irma Ramos-Oliver,Rosa Dominguez Oronoz",Nikolett Marton,Rosa Dominguez Oronoz
2021-Jun,Test Yourself: Answer,Answer To Test Yourself Question: Right medial hip pain,"E. Smith,R. Rajakulasingam,R. Botchu",E. Smith,R. Botchu
2021-Jun,Browser's Notes,Browser’s Notes,,,
2021-Jun,Scientific Article,Incidental long bone cartilage lesions: is any further imaging workup needed?,"Sagheer Ahmed,Shams Jubouri,Michael Mulligan",Sagheer Ahmed,Michael Mulligan
2021-Jul,Test Yourself: Answer,Painless wrist lump,"Rupert Berkeley,Daniel Lindsay,Asif Saifuddin",Rupert Berkeley,Asif Saifuddin
2021-Jul,Browser's Notes,Browser’s Notes,,,
2021-Jul,Case Report,Beirut port explosion: unusual presentation of bilateral blast-related extensor mechanism rupture,"Manar Zaiter,Abir Ayoub,Mohamed Jarraya",Manar Zaiter,Mohamed Jarraya
2021-Jul,Scientific Article,Gadolinium retention within multiple rat organs after intra-articular administration of gadolinium-based contrast agents,"Michael D. Ringler,Nicholas G. Rhodes,Jennifer S. Mc,Donald",Michael D. Ringler,Donald
2021-Jul,Case Report,Localized plantar amyloidosis: case report and review of the literature,"Ravjot Dhatt,Frances Walstra,Paul Mallinson",Ravjot Dhatt,Paul Mallinson
2021-Jul,Review Article,An update on imaging of Paget’s sarcoma,"William Tilden,Asif Saifuddin",William Tilden,Asif Saifuddin
2021-Jul,Review Article,Imaging of bone and soft tissue BCOR-rearranged sarcoma,"Udawattage Darshana Nadeeka Sirisena,Ramanan Rajakulasingam,Asif Saifuddin",Udawattage Darshana Nadeeka Sirisena,Asif Saifuddin
2021-Jul,Review Article,Pelvic bone tumor resection: post-operative imaging,"Shivani Ahlawat,Michael Mc,Coll,Laura M. Fayad",Shivani Ahlawat,Laura M. Fayad
2021-Jul,Scientific Article,The awareness of hindfoot malalignment on non-weight-bearing ankle MRI,"Syed Ehtasham Junaid,Anil Haldar,Asif Saifuddin",Syed Ehtasham Junaid,Asif Saifuddin
2021-Jul,Scientific Article,Does image-guided biopsy of discitis-osteomyelitis provide meaningful information to impact clinical management?,"Elisha Lim,William Walter,Mohammad Samim",Elisha Lim,Mohammad Samim
2021-Jul,Scientific Article,MRI wrist in early rheumatoid arthritis: reduction in inflammation assessed quantitatively during treatment period correlates best with clinical improvement,"Fan Xiao,James F. Griffith,Lai-Shan Tam",Fan Xiao,Lai-Shan Tam
2021-Jul,Scientific Article,Predicting outcomes in patients undergoing intra-articular corticosteroid hip injections,"Thanat Kanthawang,Austin Lee,Rina Patel",Thanat Kanthawang,Rina Patel
2021-Jul,Scientific Article,Vertebral disk morphology of the lumbar spine: a retrospective analysis of collagen-sensitive mapping using dual-energy computed tomography,"Friederike Schömig,Matthias Pumberger,Friedemann Göhler",Friederike Schömig,Friedemann Göhler
2021-Jul,Scientific Article,Practical ultrasonographic technique to precisely identify and differentiate tendons and ligaments of the elbow at the level of the humeral epicondyles: anatomical study,"Patrick Omoumi,Pedro Augusto Gondim Teixeira,Donald Resnick",Patrick Omoumi,Donald Resnick
2021-Jul,Case Report,Pediatric idiopathic intervertebral disc calcification (IIDC): a challenging case,"Sandrine Chilloh,Inès Mannes,Catherine Adamsbaum",Sandrine Chilloh,Catherine Adamsbaum
2021-Jul,Scientific Article,"A comparison of femoral component rotation after total knee arthroplasty in Kanekasu radiographs, axial CT slices and 3D reconstructed images","Emma L. Robertson,Martin Hengherr,Dominic T. Mathis",Emma L. Robertson,Dominic T. Mathis
2021-Jul,Scientific Article,Prevalence of lateral patellofemoral maltracking and associated complications in patients with Osgood Schlatter disease,"Sarah I. Kamel,Riti M. Kanesa-Thasan,Vishal Desai",Sarah I. Kamel,Vishal Desai
2021-Jul,Scientific Article,The reliability of radiographic measures of total ankle replacement position: an analysis from the OARS cohort,"Samantha Bee Lian Low,Matthew Kim,Andoni P. Toms",Samantha Bee Lian Low,Andoni P. Toms
2021-Jul,Scientific Article,Impact of different physical activity types on knee joint structural degeneration assessed with 3-T MRI in overweight and obese subjects: data from the osteoarthritis initiative,"S. SchiròS. C. Foreman,T. M. Link",S. SchiròS. C. Foreman,T. M. Link
2021-Jul,Scientific Article,An association between femoral trochlear morphology and non-contact anterior cruciate ligament total rupture: a retrospective MRI study,"Sefa Isıklar,Senem Turan Ozdemir,Gokhan Gokalp",Sefa Isıklar,Gokhan Gokalp
2021-Jul,Technical Report,Quantitative assessment of change in upper extremity muscle stiffness following fluid injection using shear wave elastography,"O. Kenechi Nwawka,Nicholas Gutierrez,Theodore T. Miller",O. Kenechi Nwawka,Theodore T. Miller
2021-Jul,Technical Report,A measuring technique for intra-osseous pressure,"Connie Y. Chang,Kaitlyn J. Yeh,Martin Torriani",Connie Y. Chang,Martin Torriani
2021-Jul,Test Yourself: Question,Painless wrist lump,"Rupert Berkeley,Daniel Lindsay,Asif Saifuddin",Rupert Berkeley,Asif Saifuddin
2021-Jul,Scientific Article,Assessing the readability of patient-targeted online information on musculoskeletal radiology procedures,"Phuong T. Duong,Matthew P. Moy,Tony T. Wong",Phuong T. Duong,Tony T. Wong
2021-Aug,Scientific Article,Limitations of dual-energy CT in the detection of monosodium urate deposition in dense liquid tophi and calcified tophi,"Se Jin Ahn,Dawen Zhang,John D. Fitz,Gerald",Se Jin Ahn,Gerald
2021-Aug,Scientific Article,The diagnostic performance of conventional ultrasound and strain elastography in malignant soft tissue tumors,"Yanping Dou,Jianyuan Xuan,Shaowu Wang",Yanping Dou,Shaowu Wang
2021-Aug,Scientific Article,"Accessory abductor digiti minimi muscle, less muscular than thought: an update on prevalence, morphology, and review of the literature","Allison Rixey,Doris Wenger,Gavin Mc,Kenzie",Allison Rixey,Kenzie
2021-Aug,Scientific Article,Musculature adaption in patients with lumbosacral transitional vertebrae: a matched-pair analysis of 46 patients,"Luis Becker,Katharina Ziegeler,Friederike Schömig",Luis Becker,Friederike Schömig
2021-Aug,Case Report,"Histoplasmosis tenosynovitis of the forearm and wrist: imaging, surgical and pathologic findings","Fernando Ometto Zorzenoni,Thomas M. Link,Julio Brandão Guimarães",Fernando Ometto Zorzenoni,Julio Brandão Guimarães
2021-Aug,Test Yourself: Question,Skeletal scintigraphy for a patient with a hip fracture,"I. A. Siddiqui,R. Botchu,A. Iqbal",I. A. Siddiqui,A. Iqbal
2021-Aug,Case Report,COVID-19 related muscle denervation atrophy,"S. Bahouth,K. Chuang,D. Rosenthal",S. Bahouth,D. Rosenthal
2021-Aug,Scientific Article,Chordoma: 18F-FDG PET/CT and MRI imaging features,"Joshua T. Olson,Doris E. Wenger,Stephen M. Broski",Joshua T. Olson,Stephen M. Broski
2021-Aug,Case Report,Primary osteosarcoma of the parietal bone,"Sara Ramezanpour,Andrew E. Horvai,Thomas M. Link",Sara Ramezanpour,Thomas M. Link
2021-Aug,Technical Report,Fast field echo resembling a CT using restricted echo-spacing (FRACTURE): a novel MRI technique with superior bone contrast,"Brian Johnson,Hamza Alizai,Molly Dempsey",Brian Johnson,Molly Dempsey
2021-Aug,Scientific Article,Subscapularis (SSC) tendon tears: diagnostic performance and reliability of magnetic resonance arthrography (MRA) with arthroscopic correlation and comparison with clinical tests,"Eun Kyung Khil,Jung-Ah Choi,Joo Han Oh",Eun Kyung Khil,Joo Han Oh
2021-Aug,Scientific Article,Accuracy of magnetic resonance imaging of the wrist for clinically important lesions of the major interosseous ligaments and triangular fibrocartilage complex; correlation with radiocarpal arthroscopy,"Nick Daunt,Gregory B. Couzens,Mark Ross",Nick Daunt,Mark Ross
2021-Aug,Scientific Article,Magnetic resonance imaging evaluation of patients with clinically diagnosed medial Epicondylitis,"Kee Jeong Bae,Chulhee Park,Hyun Sik Gong",Kee Jeong Bae,Hyun Sik Gong
2021-Aug,Scientific Article,Influence of pregnancy/childbirth on long-term bone marrow edema and subchondral sclerosis of sacroiliac joints,"Christoph Germann,Daniela Kroismayr,Veronika Zubler",Christoph Germann,Veronika Zubler
2021-Aug,Scientific Article,Subluxation of the extensor carpi ulnaris on magnetic resonance imaging on neutral wrist position: correlation with tenosynovitis of the extensor carpi ulnaris and translation of the distal radioulnar joint,"Ji Na Kim,Soon Tae Kwon,Hyun Dae Shin",Ji Na Kim,Hyun Dae Shin
2021-Aug,Scientific Article,Limited usefulness of classic MR findings in the diagnosis of tenosynovial giant cell tumor,"Julia Crim,Samantha L Dyroff,Lester J Layfield",Julia Crim,Lester J Layfield
2021-Aug,Scientific Article,Characteristics of medial gutter arthritis on weightbearing CT and plain radiograph,"Ji-Beom Kim,Chul Hyun Park,Woo-Chun Lee",Ji-Beom Kim,Woo-Chun Lee
2021-Aug,Scientific Article,Proximal femoral epiphyseal spurs and their association with acetabular labral tears on MRI in symptomatic patients,"Haron Obaid,Samuel Pike,David A. Leswick",Haron Obaid,David A. Leswick
2021-Aug,Scientific Article,Morphology of the entering and exiting nerve as a differentiating feature of benign from malignant peripheral nerve sheath tumours of the brachial plexus,"I. Pressney,M. Khoo,A. Saifuddin",I. Pressney,A. Saifuddin
2021-Aug,Test Yourself: Answer,Skeletal scintigraphy for a patient with a hip fracture,"I. A. Siddiqui,R. Botchu,A. Iqbal",I. A. Siddiqui,A. Iqbal
2021-Aug,Review Article,Ultrasound findings of plantar plate tears of the lesser metatarsophalangeal joints,"Catherine L. Mc,Carthy,Graeme V. Thompson",Catherine L. Mc,Graeme V. Thompson
2021-Aug,Review Article,The rare primary bone sarcomas: imaging-pathological correlation,"Rupert Berkeley,Vanghelita Andrei,Asif Saifuddin",Rupert Berkeley,Asif Saifuddin
2021-Aug,Scientific Article,MRI features of low-grade and high-grade chondrosarcoma in enchondromatosis,"Ban Sharif,Ramanan Rajakulasingam,Asif Saifuddin",Ban Sharif,Asif Saifuddin
2021-Aug,Browser's Notes,Browser's Notes,,,
2021-Aug,Review Article,Imaging following surgery for primary appendicular bone tumours,"Imran Khan,Craig Gerrand,Asif Saifuddin",Imran Khan,Asif Saifuddin
2021-Sep,Browser's Notes,Browser's Notes,,,
2021-Sep,Test Yourself: Answer,Slowly enlarging gluteal mass,"Olivia J. Thomas,Krista A. Goulding,Jeremiah R. Long",Olivia J. Thomas,Jeremiah R. Long
2021-Sep,Review Article,Frequency of pertinent MRI abnormalities of the sacroiliac joints of patients without spondyloarthropathies: a systematic review of the literature,"Lara Barnsley,Joseph Paiva,Leslie Barnsley",Lara Barnsley,Leslie Barnsley
2021-Sep,Review Article,Musculoskeletal imaging manifestations of beta-thalassemia,"Maryam Hajimoradi,Sara Haseli,Majid Chalian",Maryam Hajimoradi,Majid Chalian
2021-Sep,Review Article,Musculoskeletal involvement of COVID-19: review of imaging,"Santhoshini Leela Ramani,Jonathan Samet,Swati Deshmukh",Santhoshini Leela Ramani,Swati Deshmukh
2021-Sep,Scientific Article,Measuring stem anteversion after total hip arthroplasty: posterior condylar tangent versus transepicondylar axis,"Francesco Castagnini,Federico Giardina,Francesco Traina",Francesco Castagnini,Francesco Traina
2021-Sep,Scientific Article,Ultrasound features of traumatic digital nerve injuries of the hand with surgical confirmation,"Yoshimi Endo,Thiru Sivakumaran,Duretti Fufa",Yoshimi Endo,Duretti Fufa
2021-Sep,Scientific Article,Clinicoradiographic predictors of percutaneous bone biopsy results among patients with suspected thoracolumbar spine infection,"My-Linh Nguyen,Bhargavi Guddanti,Adam D. Singer",My-Linh Nguyen,Adam D. Singer
2021-Sep,Scientific Article,Hanging protocol optimization of lumbar spine radiographs with machine learning,Gene Kitamura,Gene Kitamura,Gene Kitamura
2021-Sep,Scientific Article,A fully automated rib fracture detection system on chest CT images and its impact on radiologist performance,"Xiang Hong Meng,Di Jia Wu,Lei Chen",Xiang Hong Meng,Lei Chen
2021-Sep,Scientific Article,Predictive signs of peripheral rim instability with magnetic resonance imaging in no-shift-type complete discoid lateral meniscus,"Yusuke Hashimoto,Kazuya Nishino,Hiroaki Nakamura",Yusuke Hashimoto,Hiroaki Nakamura
2021-Sep,Scientific Article,Osseous defect of the anteroinferior femoral head: is it associated with femoroacetabular impingement (FAI)?,"Franca K. Boldt,Benjamin Fritz,Christian W. A. Pfirrmann",Franca K. Boldt,Christian W. A. Pfirrmann
2021-Sep,Scientific Article,Association between Patellofemoral and medial Tibiofemoral compartment osteoarthritis progression: exploring the effect of body weight using longitudinal data from osteoarthritis initiative (OAI),"Farhad Pishgar,Ali Guermazi,Shadpour Demehri",Farhad Pishgar,Shadpour Demehri
2021-Sep,Scientific Article,Influence of TFCC foveal tear on the location of lunate chondromalacia in ulnar impaction syndrome,"Young Woo Kwon,In Cheul Choi,Jong Woong Park",Young Woo Kwon,Jong Woong Park
2021-Sep,Scientific Article,Long head biceps tendon instability: diagnostic performance of known and new MRI diagnostic signs,"Marcello Zappia,Francesco Ascione,Luca Brunese",Marcello Zappia,Luca Brunese
2021-Sep,Scientific Article,The smoke sign: a secondary sign of unsuspected acute pectoralis major tendon injury on routine shoulder MRI,"Catherine N. Petchprapa,Devin Vaswani,Jenny T. Bencardino",Catherine N. Petchprapa,Jenny T. Bencardino
2021-Sep,Scientific Article,Radiomics on radiography predicts giant cell tumor histologic response to denosumab,"Yu-Cherng Chang,Radka Stoyanova,Ty Subhawong",Yu-Cherng Chang,Ty Subhawong
2021-Sep,Scientific Article,Improving detection of Hill-Sachs fractures on radiographs,"Blake Riebe,Lada Micheas,Julia Crim",Blake Riebe,Julia Crim
2021-Sep,Test Yourself: Question,Slowly Enlarging Gluteal Mass,"Olivia J. Thomas,Krista A. Goulding,Jeremiah R. Long",Olivia J. Thomas,Jeremiah R. Long
2021-Sep,Case Report,Parosteal osteosarcoma with a manifestation of subperiosteal low-grade central osteosarcoma,"Shin Ishihara,Kenichi Kohashi,Yoshinao Oda",Shin Ishihara,Yoshinao Oda
2021-Sep,Scientific Article,Role of ultrasound-guided decompression in management of mucoid degeneration of the anterior cruciate ligament,"Ankita Ahuja,Chaitali Parekh,Aditya Daftary",Ankita Ahuja,Aditya Daftary
2021-Sep,Case Report,Hydroxyapatite deposition disease of the wrist with intraosseous migration to the lunate bone,"Sophia S. Goller,Nina Hesse,Rainer Schmitt",Sophia S. Goller,Rainer Schmitt
2021-Oct,Scientific Article,Relationship between anterior cruciate ligament rupture and the posterior tibial and meniscal slopes in professional soccer athletes,"Marcos Hiroyuki Ikawa,André Fukunishi Yamada,Gustavo Gonçalves Arliani",Marcos Hiroyuki Ikawa,Gustavo Gonçalves Arliani
2021-Oct,Scientific Article,Introducing image-guided synovial aspiration and biopsy in assessing peri-prosthetic joint infection: an early single-centre experience,"Ramanan Rajakulasingam,Leanne Cleaver,Rikin Hargunani",Ramanan Rajakulasingam,Rikin Hargunani
2021-Oct,Scientific Article,Diffusion-weighted imaging for the differentiation of Ewing sarcoma from osteosarcoma,"Şafak Parlak,F. Bilge ErgenÜstün Aydıngöz",Şafak Parlak,F. Bilge ErgenÜstün Aydıngöz
2021-Oct,Scientific Article,Gluteus minimus tendon: MR imaging features and patterns of tendon tearing,"Lawrence M. White,David A. Oar,Oleg A. Safir",Lawrence M. White,Oleg A. Safir
2021-Oct,Review Article,Differential diagnosis of T2 hypointense masses in musculoskeletal MRI,"Dara Finkelstein,Gregory Foremny,Ty K. Subhawong",Dara Finkelstein,Ty K. Subhawong
2021-Oct,Correction,Correction to: Magnetic Resonance Imaging of Deltoid Muscle/Tendon Tears: A Descriptive Study,"Ceylan Colak,Jennifer A. Bullen,Hakan Ilaslan",Ceylan Colak,Hakan Ilaslan
2021-Oct,Scientific Article,Magnetic resonance imaging of deltoid muscle/tendon tears: a descriptive study,"Ceylan Colak,Jennifer A. Bullen,Hakan Ilaslan",Ceylan Colak,Hakan Ilaslan
2021-Oct,Review Article,"Magnetic resonance imaging of trunk and extremity myxoid liposarcoma: diagnosis, staging, and response to treatment","Asif Saifuddin,Vanghelita Andrei,Beatrice Seddon",Asif Saifuddin,Beatrice Seddon
2021-Oct,Scientific Article,Ultrasound-guided percutaneous needle tenotomy using Tenex system for refractory lateral epicondylitis; short and long-term effectiveness and contributing factors,"Majid Chalian,Nicholas C. Nacey,Jennifer Pierce",Majid Chalian,Jennifer Pierce
2021-Oct,Scientific Article,MRI findings of tibialis anterior friction syndrome: a mimic of tibial stress injury,"James S. B. Kho,Rajesh Botchu,Steven L. James",James S. B. Kho,Steven L. James
2021-Oct,Scientific Article,Stenosing tenosynovitis of the extensor digitorum tendons of the hand: clinical and sonographic features,"Antoine Moraux,Thomas Le Corroller,Stefano Bianchi",Antoine Moraux,Stefano Bianchi
2021-Oct,Test Yourself: Answer,Test yourself answer: multiple firm soft tissue masses,"Anika Choraria,Asif Saifuddin",Anika Choraria,Asif Saifuddin
2021-Oct,Scientific Article,Inter- and intra-observer reliability of radiological grading systems for knee osteoarthritis,"Thomas Eckersley,Jordan Faulkner,Oday Al-Dadah",Thomas Eckersley,Oday Al-Dadah
2021-Oct,Scientific Article,Knee articular cartilage injury treatment with matrix-induced autologous chondrocyte implantation (MACI): correlation at 24 and 120 months between clinical and radiological findings using MR arthrography,"Marco Calvi,Marco Curti,Eugenio Annibale Genovese",Marco Calvi,Eugenio Annibale Genovese
2021-Oct,Technical Report,"Quantification of popliteal artery narrowing with QISS MRA during active ankle plantarflexion in healthy, asymptomatic volunteers and its potential application in the diagnosis of popliteal artery entrapment syndrome (PAES)","Micheál A. Breen,Mahad M. Hassan,Sarah D. Bixby",Micheál A. Breen,Sarah D. Bixby
2021-Oct,Test Yourself: Question,A 29-year-old male with a long history of atraumatic wrist pain,"William Tilden,Daniel Lindsay,Asif Saifuddin",William Tilden,Asif Saifuddin
2021-Oct,Test Yourself: Question,Test yourself question: multiple firm soft tissue masses,"Anika Choraria,Asif Saifuddin",Anika Choraria,Asif Saifuddin
2021-Oct,Case Report,Pseudoaneurysm within a desmoid tumor in an extremity: report of 2 cases,"Niamh M. Long,Mrinal M. Gounder,David M. Panicek",Niamh M. Long,David M. Panicek
2021-Oct,Case Report,Methotrexate-associated lymphoproliferative disorder of the thoracic spine in a patient with rheumatoid arthritis receiving methotrexate: a case report,"Satoshi Kamio,Ukei Anazawa,Ryoma Aoyama",Satoshi Kamio,Ryoma Aoyama
2021-Oct,Test Yourself: Answer,A 29-year-old male with a long history of atraumatic wrist pain,"William Tilden,Daniel Lindsay,Asif Saifuddin",William Tilden,Asif Saifuddin
2021-Oct,Review Article,An update on the imaging of diaphyseal aclasis,"Mostafa Ellatif,Ban Sharif,Asif Saifuddin",Mostafa Ellatif,Asif Saifuddin
2021-Oct,Letter to the Editor,Intraosseous lipomas originating from simple bone cysts,"Jacques Malghem,Frederic Lecouvet,Bruno Vande Berg",Jacques Malghem,Bruno Vande Berg
2021-Oct,Browser’s Notes,Browser’s Notes,,,
2021-Oct,Correction,Correction to: Stenosing tenosynovitis of the extensor digitorum tendons of the hand: clinical and sonographic features,"Antoine Moraux,Thomas Le Corroller,Stefano Bianchi",Antoine Moraux,Stefano Bianchi
2021-Oct,Review Article,Musculoskeletal imaging features of non-Langerhans cell histiocytoses,"Anika Choraria,Vanghelita Andrei,Asif Saifuddin",Anika Choraria,Asif Saifuddin
2021-Nov,Browser’s notes,Browser’s notes,,,
2021-Nov,Correction,Correction to: Dual-energy CT collagen density mapping of wrist ligaments reveals tissue remodeling in CPPD patients: first results from a clinical cohort,"Katharina Ziegeler,Sophia-Theresa Richter,Torsten Diekhoff",Katharina Ziegeler,Torsten Diekhoff
2021-Nov,Review Article,Multimodality imaging of the paediatric flatfoot,"Rupert Berkeley,Sally Tennant,Asif Saifuddin",Rupert Berkeley,Asif Saifuddin
2021-Nov,Review Article,Osteochondral lesions of the talar dome: an up-to-date approach to multimodality imaging and surgical techniques,"Júlio Brandão Guimarães,Isabela Azevedo Nicodemos da Cruz,Marcelo Astolfi Caetano Nico",Júlio Brandão Guimarães,Marcelo Astolfi Caetano Nico
2021-Nov,Review Article,Current concepts of spondylosis and posterior spinal motion preservation for radiologists,"Jack Porrino,Aditya Rao,Kimia Kani",Jack Porrino,Kimia Kani
2021-Nov,Scientific Article,Subchondral insufficiency fracture of the knee: unicompartmental correlation to meniscal pathology and degree of chondrosis by MRI,"Emad Allam,George Boychev,Felix M. Gonzalez",Emad Allam,Felix M. Gonzalez
2021-Nov,Scientific Article,Extensor mechanism tendinopathy in patients with lateral patellar maltracking,"Jehan F. Ghany,Sarah Kamel,Vishal Desai",Jehan F. Ghany,Vishal Desai
2021-Nov,Scientific Article,MRI after Whoops procedure: diagnostic value for residual sarcoma and predictive value for an incomplete second resection,"Mohammed H. A. AlramdanÖmer Kasalak,Thomas C. Kwee",Mohammed H. A. AlramdanÖmer Kasalak,Thomas C. Kwee
2021-Nov,Scientific Article,Quantitative MRI in patients with gluteal tendinopathy and asymptomatic volunteers: initial results on T1- and T2*-mapping diagnostic accuracy and correlation with clinical assessment,"Joseph Rudy Dadour,Guillaume Gilbert,Nathalie J. Bureau",Joseph Rudy Dadour,Nathalie J. Bureau
2021-Nov,Scientific Article,Reliability of supraspinatus intramuscular fatty infiltration estimates on T1-weighted MRI in potential candidates for rotator cuff repair surgery: full-thickness tear versus high-grade partial-thickness tear,"Derik L. Davis,Mohit N. Gilotra,S. Ashfaq Hasan",Derik L. Davis,S. Ashfaq Hasan
2021-Nov,Scientific Article,Diagnostic value of fluoroscopy-guided hip aspiration for periprosthetic joint infection,"Thanat Kanthawang,Jannis Bodden,Thomas M. Link",Thanat Kanthawang,Thomas M. Link
2021-Nov,Scientific Article,The triangular fibrocartilage complex on high-resolution 3 T MRI in healthy adolescents: the thin line between asymptomatic findings and pathology,"Anne-Sophie van der Post,Sjoerd Jens,Mario Maas",Anne-Sophie van der Post,Mario Maas
2021-Nov,Scientific Article,"Imaging features of gluteal in vitro fertilization injection granulomas, with delayed clinical presentation simulating soft tissue sarcoma","Lawrence M. White,Soumia I. Senouci,Jay S. Wunder",Lawrence M. White,Jay S. Wunder
2021-Nov,Scientific Article,Hip apophyseal injuries in soccer players: can MRI findings be useful to define when to return to play?,"Andre Fukunishi Yamada,Andrea Puchnick,Artur da Rocha Correa Fernandes",Andre Fukunishi Yamada,Artur da Rocha Correa Fernandes
2021-Nov,Technical Report,Novel fluorescent staining protocol for thick sections of human osteochondral tissues to facilitate correlation with MRI and CT,"Qingbo Tang,Alecio F. Lombardi,Eric Y. Chang",Qingbo Tang,Eric Y. Chang
2021-Nov,Test Yourself: Question,"A 38-year-old man presenting with a >1-month history of increased sensitivity to touch in the right index finger, thumb and middle finger with a positive Tinel’s sign over the median nerve","Georgiana Zamfir,Halimah Chattun,Asif Saifuddin",Georgiana Zamfir,Asif Saifuddin
2021-Nov,Case Report,Subacromial-subdeltoid bursitis following COVID-19 vaccination: a case of shoulder injury related to vaccine administration (SIRVA),"Tatiane Cantarelli Rodrigues,Pedro Filgueiras Hidalgo,Aline Serfaty",Tatiane Cantarelli Rodrigues,Aline Serfaty
2021-Nov,Case Report,"A case of a large solitary fibrous tumor in the thigh, displaying NAB2ex4-STAT6ex2 gene fusion","Bharat Rekhi,Prachi Bapat,Prakash Nayak",Bharat Rekhi,Prakash Nayak
2021-Nov,Test Yourself: Answer,"A 38-year-old man presenting with a >1-month history of increased sensitivity to touch in the right index finger, thumb and middle finger with a positive Tinel’s sign over the median nerve","Georgiana Zamfir,Halimah Chattun,Asif Saifuddin",Georgiana Zamfir,Asif Saifuddin
2021-Nov,Letter to the Editor,Reply to: Intraosseous lipomas originating from simple bone cysts,"Bernhard J. Tins,Yaron J. Berkowitz,Paul Cool",Bernhard J. Tins,Paul Cool
2021-Nov,Scientific Article,Ferumoxytol-enhanced vascular suppression in magnetic resonance neurography,"Sophie C. Queler,Ek Tsoon Tan,Darryl B. Sneag",Sophie C. Queler,Darryl B. Sneag
2021-Dec,Scientific Article,Efficacy and safety of magnetic resonance-guided focused ultrasound for the treatment of painful bone metastases: a systematic review and meta-analysis,"Joe D. Baal,William C. Chen,Matthew D. Bucknor",Joe D. Baal,Matthew D. Bucknor
2021-Dec,Scientific Article,Rapidly progressive idiopathic arthritis of the hip: incidence and risk factors in a controlled cohort study of 1471 patients after intra-articular corticosteroid injection,"Robert D. Boutin,Jason Pai,Lawrence Yao",Robert D. Boutin,Lawrence Yao
2021-Dec,Scientific Article,"Aneurysmal bone cysts in the spine, causing neurological compromise: safety and clinical efficacy of sclerotherapy utilizing sodium Tetradecyl sulfate foam","Danoob Dalili,Jack Parker,Jeremy Reynolds",Danoob Dalili,Jeremy Reynolds
2021-Dec,Scientific Article,Magnetic resonance imaging findings associated with posterior ankle impingement syndrome are prevalent in elite ballet dancers and athletes,"Peta Baillie,Jill Cook,Susan Mayes",Peta Baillie,Susan Mayes
2021-Dec,Scientific Article,Skip metastases in high-grade intramedullary appendicular osteosarcoma: an indicator of more aggressive disease?,"Asif Saifuddin,Maria Michelagnoli,Ian Pressney",Asif Saifuddin,Ian Pressney
2021-Dec,Scientific Article,Shear wave elastography assessment and comparison study of the Achilles tendons in optimally conditioned asymptomatic young collegiate athletes,"Felix M. Gonzalez,Courtney A Gleason,David A Reiter",Felix M. Gonzalez,David A Reiter
2021-Dec,Scientific Article,The diagnostic performance of MRI signs to distinguish Pectoralis major tendon avulsions from Myotendinous injuries,"Jonathan C. Baker,Rafael A. Pacheco,David A. Rubin",Jonathan C. Baker,David A. Rubin
2021-Dec,Correction,Correction to: Shear wave elastography assessment and comparison study of the Achilles tendons in optimally conditioned asymptomatic young collegiate athletes,"Felix M. Gonzalez,Courtney N. Gleason,David A. Reiter",Felix M. Gonzalez,David A. Reiter
2021-Dec,Review Article,MRI nomenclature for musculoskeletal infection,"Erin F. Alaia,Avneesh Chhabra,William B. Morrison",Erin F. Alaia,William B. Morrison
2021-Dec,Scientific Article,Safety and efficacy of image-guided retrocalcaneal bursa corticosteroid injection for the treatment of retrocalcaneal bursitis,"Sean L. Boone,Robert Uzor,Shlomit Goldberg-Stein",Sean L. Boone,Shlomit Goldberg-Stein
2021-Dec,Scientific Article,Quantitative magnetic resonance imaging of meniscal pathology ex vivo,"Won C. Bae,Anthony S. Tadros,Christine B. Chung",Won C. Bae,Christine B. Chung
2021-Dec,Scientific Article,Intravenous contrast does not improve detection of nerve lesions or active muscle denervation changes in MR neurography of the common peroneal nerve,"Steven P. Daniels,Andrew B. Ross,Michael J. Tuite",Steven P. Daniels,Michael J. Tuite
